OID_,vpuID,domain,start_DomL,end_DomLoc,FlowDir,multInt,long,lat,hl_link,flag,poi_id,flowpath_id,nex_id,START_X,START_Y,END_X,END_Y,order_,TopWdth,TopWdthCC,outside
1,04,conus,o,i,1,,-82.761289157268777,41.408633434185674,LakeErie1,starts inside domain,49184,wb-671331,nex-671322,-82.765614625400005,41.382492887500000,-82.751853556200004,41.401304424899998,1.000000000000000,3.466458835601910,10.399376506805700,0
5,04,conus,o,i,1,,-78.847385974483075,43.153046863721841,LakeErie10, ,49078,wb-670239,nex-670232,-78.866550164499998,43.155314253400000,-78.847593891800003,43.154784454199998,1.000000000000000,4.294761415286960,12.884284245860901,0
95,04,conus,o,i,1,1,-79.062121965656161,42.538266749910633,LakeErie100,,54783,wb-670515,nex-670511,-79.048352766500003,42.482361658400002,-79.068411577600003,42.541198601399998,1.000000000000000,6.303693897642840,18.911081692928501,0
96,04,conus,o,i,1,0,-79.115315613724533,42.556083809819995,LakeErie101,,60617,wb-670513,nex-670514,-79.115588191300006,42.527031263399998,-79.116728726999995,42.551957667899998,1.000000000000000,5.717934247164310,17.153802741492900,0
97,04,conus,o,i,1,0,-79.068417815329894,42.540617398773975,LakeErie102,,54783,wb-670515,nex-670511,-79.048352766500003,42.482361658400002,-79.068411577600003,42.541198601399998,1.000000000000000,6.303693897642840,18.911081692928501,0
98,04,conus,o,i,1,0,-81.647173981593937,41.412803425937398,LakeErie103,,54820,wb-670723,nex-670724,-81.698416136999995,41.403468227700003,-81.646854819500007,41.410292278999997,1.000000000000000,8.582335978484300,25.747007935452899,0
99,04,conus,o,i,1,0,-81.629147678222751,41.410211467385352,LakeErie104,,54866,wb-670733,nex-670734,-81.575666062400003,41.386537678000003,-81.626614079199996,41.401646745000001,1.000000000000000,6.129061148326670,18.387183444980000,0
100,04,conus,o,i,1,0,-82.008603727380091,41.493581930561675,LakeErie105,,54875,wb-670963,nex-670962,-82.014393604399999,41.478451874100003,-82.011965204899994,41.493799543599998,1.000000000000000,3.850285671528660,11.550857014586001,0
101,04,conus,o,i,1,0,-81.945363036874596,41.484844935945091,LakeErie106,,54880,wb-670969,nex-670968,-81.936581579700004,41.467850675800001,-81.938942915300004,41.486150545699999,1.000000000000000,4.038479436301770,12.115438308905301,0
102,04,conus,o,i,1,0,-82.227992453788659,41.413796676775291,LakeErie107,,54902,wb-670980,nex-670981,-82.230148996799997,41.396825915699999,-82.228555465400007,41.425604854400000,2.000000000000000,11.445333597039500,34.336000791118501,0
103,04,conus,o,i,1,0,-82.202245842971251,41.426766852208516,LakeErie108,,54903,wb-670984,nex-670985,-82.170699179500005,41.406612320299999,-82.201656857299994,41.426450522499998,1.000000000000000,5.606939730615990,16.820819191847999,0
104,04,conus,o,i,1,0,-82.268479836075528,41.414215328274850,LakeErie109,,54904,wb-670994,nex-670995,-82.266958604300001,41.351856105800003,-82.268918677100004,41.417807650999997,1.000000000000000,6.205657117170700,18.616971351512099,0
6,04,conus,o,i,1,,-78.920333952549811,43.151237987143418,LakeErie11,,49217,wb-670226,nex-670227,-78.899277574400003,43.149140050900002,-78.922884915099999,43.148219049700003,1.000000000000000,6.079803251491440,18.239409754474298,0
105,04,conus,o,i,1,1,-82.327628580694409,41.404156051460632,LakeErie110,,54925,wb-671012,nex-671013,-82.323647690900003,41.383142242100000,-82.334755895499995,41.398244244399997,4.000000000000000,22.438428378352800,67.315285135058303,0
106,04,conus,o,i,1,0,-82.633574495466576,41.294329559861353,LakeErie111,,50051,wb-671137,nex-671113,-82.659943521000002,41.316014680599999,-82.633816511199996,41.294266411199999,1.000000000000000,4.904776637745120,14.714329913235400,0
107,04,conus,o,i,1,0,-82.598180391212054,41.345588956864901,LakeErie112,,50053,wb-671122,nex-671119,-82.614734774400006,41.322173283900000,-82.606628706799995,41.339808420799997,1.000000000000000,4.337965962733730,13.013897888201200,0
108,04,conus,o,i,1,0,-82.553329711496929,41.347618795970732,LakeErie113,,60624,wb-671116,nex-671117,-82.572179696199996,41.338471422200001,-82.558595893499998,41.355368825900001,5.000000000000000,25.583817377654999,76.751452132964999,0
109,04,conus,o,i,1,0,-82.602838498098151,41.302576089415027,LakeErie114,,56823,wb-671114,nex-671115,-82.612341771600001,41.297216879499999,-82.605029770000002,41.304169814399998,5.000000000000000,25.199774686759699,75.599324060279102,0
110,04,conus,o,i,1,0,-82.612219869551325,41.294574202437559,LakeErie115,,60627,wb-671135,nex-671133,-82.620290305300003,41.272398674599998,-82.612130171199993,41.293442612100002,1.000000000000000,6.800146847171220,20.400440541513699,0
111,04,conus,o,i,1,0,-82.400362127110441,41.386202889951448,LakeErie116,,55068,wb-671255,nex-671256,-82.375283706399998,41.380636639199999,-82.393264445200003,41.380680505100003,1.000000000000000,4.308192506095320,12.924577518286000,0
112,04,conus,o,i,1,0,-82.489648494382493,41.353333355350117,LakeErie117,,60632,wb-671261,nex-671262,-82.478157268000004,41.344263294400001,-82.489040938800002,41.353562895600000,1.000000000000000,3.461439604782330,10.384318814347001,0
113,04,conus,o,i,1,1,-82.513587339284243,41.346578140968461,LakeErie118,,61036,wb-671266,nex-671267,-82.478100865000002,41.308898621300003,-82.513796879200001,41.347969426699997,2.000000000000000,8.800293488989579,26.400880466968701,0
114,04,conus,o,i,1,0,-82.515061879402197,41.347491351244912,LakeErie119,,61036,wb-671266,nex-671267,-82.478100865000002,41.308898621300003,-82.513796879200001,41.347969426699997,2.000000000000000,8.800293488989579,26.400880466968701,0
