OID_,vpuID,domain,start_DomL,end_DomLoc,FlowDir,multInt,long,lat,hl_link,flag,poi_id,flowpath_id,nex_id,START_X,START_Y,END_X,END_Y,order_,TopWdth,TopWdthCC,outside
1,04,conus,o,i,1,,-82.761289157268777,41.408633434185674,LakeErie1,starts inside domain,49184,wb-671331,nex-671322,-82.765614625400005,41.382492887500000,-82.751853556200004,41.401304424899998,1.000000000000000,3.466458835601910,10.399376506805700,0
5,04,conus,o,i,1,,-78.847385974483075,43.153046863721841,LakeErie10, ,49078,wb-670239,nex-670232,-78.866550164499998,43.155314253400000,-78.847593891800003,43.154784454199998,1.000000000000000,4.294761415286960,12.884284245860901,0
95,04,conus,o,i,1,1,-79.062121965656161,42.538266749910633,LakeErie100,,54783,wb-670515,nex-670511,-79.048352766500003,42.482361658400002,-79.068411577600003,42.541198601399998,1.000000000000000,6.303693897642840,18.911081692928501,0
96,04,conus,o,i,1,0,-79.115315613724533,42.556083809819995,LakeErie101,,60617,wb-670513,nex-670514,-79.115588191300006,42.527031263399998,-79.116728726999995,42.551957667899998,1.000000000000000,5.717934247164310,17.153802741492900,0
97,04,conus,o,i,1,0,-79.068417815329894,42.540617398773975,LakeErie102,,54783,wb-670515,nex-670511,-79.048352766500003,42.482361658400002,-79.068411577600003,42.541198601399998,1.000000000000000,6.303693897642840,18.911081692928501,0
98,04,conus,o,i,1,0,-81.647173981593937,41.412803425937398,LakeErie103,,54820,wb-670723,nex-670724,-81.698416136999995,41.403468227700003,-81.646854819500007,41.410292278999997,1.000000000000000,8.582335978484300,25.747007935452899,0
99,04,conus,o,i,1,0,-81.629147678222751,41.410211467385352,LakeErie104,,54866,wb-670733,nex-670734,-81.575666062400003,41.386537678000003,-81.626614079199996,41.401646745000001,1.000000000000000,6.129061148326670,18.387183444980000,0
100,04,conus,o,i,1,0,-82.008603727380091,41.493581930561675,LakeErie105,,54875,wb-670963,nex-670962,-82.014393604399999,41.478451874100003,-82.011965204899994,41.493799543599998,1.000000000000000,3.850285671528660,11.550857014586001,0
101,04,conus,o,i,1,0,-81.945363036874596,41.484844935945091,LakeErie106,,54880,wb-670969,nex-670968,-81.936581579700004,41.467850675800001,-81.938942915300004,41.486150545699999,1.000000000000000,4.038479436301770,12.115438308905301,0
102,04,conus,o,i,1,0,-82.227992453788659,41.413796676775291,LakeErie107,,54902,wb-670980,nex-670981,-82.230148996799997,41.396825915699999,-82.228555465400007,41.425604854400000,2.000000000000000,11.445333597039500,34.336000791118501,0
