OID_,long,lat,hl_link,domain,END_X,END_Y,START_X,START_Y,start_DomLoc,end_DomLoc,FlowDir,multInt,flag,poi_id,flowpath_id,order_,TopWdth,TopWdthCC,nex_id
184,-65.706619132466926,18.213375083193569,PRVI184,PRVI,-65.695893021600000,18.206829348900001,-65.712323426799998,18.214794350999998,o,i,1,0,,375,wb-709,1.000000000000000,4.417929040005290,13.253787120015900,nex-710
185,-67.115847330389954,18.374521239863384,PRVI185,PRVI,-67.115400261800005,18.375069516200000,-67.114984867800004,18.367044049299999,o,i,1,1,,384,wb-320,3.000000000000000,15.606681952837400,46.820045858512103,nex-321
186,-66.927728582807788,18.019981144514247,PRVI186,PRVI,-66.927959531400006,18.019826741100001,-66.918705995400003,18.031211144499999,o,i,1,0,,27,wb-1621,1.000000000000000,3.888209362713210,11.664628088139599,nex-1622
187,-67.106149605320013,17.967193183318784,PRVI187,PRVI,-67.107238652299998,17.964114455200001,-67.103053851200002,17.973179257999998,o,i,1,0,,387,wb-980,1.000000000000000,5.479226075224720,16.437678225674102,nex-981
188,-67.132527399020205,18.009441674693562,PRVI188,PRVI,-67.132177296199998,18.011529782299998,-67.128544192800007,17.999484131999999,o,i,1,0,,40,wb-5699,1.000000000000000,3.512192395994370,10.536577187983101,nex-564
189,-67.256539888305156,18.349436129873538,PRVI189,PRVI,-67.256510238000004,18.345140964599999,-67.245199901299998,18.352638433700001,o,i,1,0,,43,wb-5680,1.000000000000000,3.115555555555560,9.346666666666669,nex-1725
190,-67.161943851727358,18.115498959209674,PRVI190,PRVI,-67.164598145400007,18.114822728800000,-67.149548001300005,18.118058299800001,o,i,1,0,,44,wb-5677,1.000000000000000,3.344756768306210,10.034270304918600,nex-1965
191,-67.141656848784521,18.174569433132888,PRVI191,PRVI,-67.142308866700006,18.174608716500000,-67.140334261899994,18.174078713200000,o,i,1,0,,47,wb-3004,1.000000000000000,3.115555555555560,9.346666666666669,nex-1976
192,-65.778323319365654,18.192409347513433,PRVI192,PRVI,-65.778644046799997,18.188668608899999,-65.782770381500001,18.195315144100000,o,i,1,0,,81,wb-2954,1.000000000000000,3.500966199522030,10.502898598566100,nex-1195
193,-66.263555671556958,18.410645296843029,PRVI193,PRVI,-66.261959039299995,18.411263665300002,-66.264686200499995,18.410840199599999,o,i,1,0,,100,wb-1317,1.000000000000000,4.647043467423270,13.941130402269801,nex-1318
194,-66.839117484983888,17.992497958114313,PRVI194,PRVI,-66.841044770699995,17.987136532800001,-66.834989102400002,17.996915335800001,o,i,1,0,,110,wb-402,2.000000000000000,12.848118355787699,38.544355067363199,nex-403
195,-65.749111465121985,18.371829356739454,PRVI195,PRVI,-65.747432040500001,18.373253596900000,-65.744767372799998,18.362019860299998,o,i,1,0,,111,wb-1175,1.000000000000000,3.115555555555560,9.346666666666669,nex-1176
196,-65.659373804557390,18.344550100606682,PRVI196,PRVI,-65.660831946599998,18.344787656600001,-65.646810942200005,18.343180789700000,o,i,1,0,,116,wb-1431,1.000000000000000,3.115555555555560,9.346666666666669,nex-1432
197,-67.134517132859344,18.008721245788934,PRVI197,PRVI,-67.134550190699997,18.010920629000001,-67.130558660099993,17.999388331900001,o,i,1,0,,125,wb-5358,1.000000000000000,3.574278422604070,10.722835267812201,nex-565
198,-67.197331604070257,18.369513249936574,PRVI198,PRVI,-67.199504832399995,18.373071442499999,-67.196580819999994,18.367051772000000,o,i,1,0,,133,wb-1706,1.000000000000000,3.115555555555560,9.346666666666669,nex-1707
199,-65.851106055100331,18.044838125279284,PRVI199,PRVI,-65.850994066699997,18.052069767599999,-65.864325470400004,18.029849494200000,o,i,1,0,,139,wb-5326,1.000000000000000,3.976976861238150,11.930930583714501,nex-594
200,-67.123145732589421,18.130068941328602,PRVI200,PRVI,-67.132623433800006,18.133655788999999,-67.120590203000006,18.131986394900000,o,i,1,0,,149,wb-1189,1.000000000000000,4.280238730603490,12.840716191810500,nex-1190
201,-67.125209085830591,18.282483122498149,PRVI201,PRVI,-67.125520463300006,18.282374815000001,-67.122212462299998,18.284724549100002,o,i,1,0,,157,wb-2847,1.000000000000000,3.115555555555560,9.346666666666669,nex-969
202,-66.215526838992389,17.975498324388184,PRVI202,PRVI,-66.216311164399997,17.970610017999999,-66.216145725999993,17.983164723800002,o,i,1,0,,158,wb-750,2.000000000000000,6.370395306079630,19.111185918238899,nex-751
203,-67.168050849167344,18.151294706085878,PRVI203,PRVI,-67.167590274099993,18.152276509499998,-67.166913873799999,18.148903108599999,o,i,1,0,,170,wb-2943,1.000000000000000,3.115555555555560,9.346666666666669,nex-2944
204,-65.811140103333059,18.134532081490420,PRVI204,PRVI,-65.807512188100006,18.134149192399999,-65.840858198000006,18.111912318700000,o,i,1,0,,188,wb-446,1.000000000000000,4.814393681809070,14.443181045427201,nex-447
205,-65.954256433087892,18.359640972752743,PRVI205,PRVI,-65.956707500600004,18.360454654300000,-65.946399026400002,18.352222549000000,o,i,1,0,,195,wb-617,1.000000000000000,7.703443966611740,23.110331899835199,nex-618
206,-67.137709879007673,18.291063448919090,PRVI206,PRVI,-67.139638401100001,18.287670616300002,-67.134817066400004,18.295838218800000,o,i,1,0,,214,wb-1905,1.000000000000000,3.115555555555560,9.346666666666669,nex-1906
207,-66.491701641717327,18.013776938455010,PRVI207,PRVI,-66.489852462900004,18.008868744699999,-66.488790996099993,18.019163947700001,o,i,1,0,,218,wb-1858,1.000000000000000,6.111743997039790,18.335231991119400,tnx-1000000332
208,-65.702965963108682,18.348869926605857,PRVI208,PRVI,-65.703150359700004,18.349523657300001,-65.701693025699996,18.338460454100002,o,i,1,0,,227,wb-4965,1.000000000000000,3.115555555555560,9.346666666666669,nex-830
209,-65.339848582845775,18.131251521040895,PRVI209,PRVI,-65.339729043700004,18.128306598300000,-65.338535043400000,18.135780800599999,o,i,1,0,,303,wb-1385,1.000000000000000,3.115555555555560,9.346666666666669,nex-1386
210,-65.433904351704427,18.118074548301820,PRVI210,PRVI,-65.430017937900004,18.112595192200001,-65.435018873100006,18.128698996899999,o,i,1,0,,314,wb-2751,1.000000000000000,4.621886552176230,13.865659656528701,nex-2752
211,-65.438460937722084,18.149472716492710,PRVI211,PRVI,-65.440718941900002,18.150631403300000,-65.431808072300001,18.139778533499999,o,i,1,0,,324,wb-4609,1.000000000000000,3.115555555555560,9.346666666666669,nex-1789
212,-65.360352888974603,18.139319607114203,PRVI212,PRVI,-65.361719317199999,18.132693999299999,-65.359087449900002,18.143891802599999,o,i,1,0,,329,wb-2863,1.000000000000000,4.193262489035980,12.579787467107900,nex-2864
213,-65.643869387262384,18.296139584973901,PRVI213,PRVI,-65.638242538699998,18.295721176000001,-65.652706943200002,18.293655175100000,o,i,1,0,,338,wb-2477,1.000000000000000,3.669148707565890,11.007446122697701,nex-2478
214,-67.147737136359694,18.295551323135101,PRVI214,PRVI,-67.151139535900001,18.288597692400000,-67.147434445299993,18.296085131200002,o,i,1,0,,341,wb-635,1.000000000000000,4.836373143902850,14.509119431708500,nex-636
215,-67.131319400869643,18.201247320707353,PRVI215,PRVI,-67.131596089900000,18.201205855700000,-67.129104793300002,18.201674609000001,o,i,1,0,,342,wb-1781,1.000000000000000,3.355638069490850,10.066914208472500,nex-433
216,-67.128433454840035,18.259119620674028,PRVI216,PRVI,-67.134009305099994,18.258986482000001,-67.123409395600007,18.259046808200001,o,i,1,0,,351,wb-1149,1.000000000000000,4.192401994619280,12.577205983857899,nex-1150
217,-67.184709933016961,18.378025447316588,PRVI217,PRVI,-67.186498569099996,18.377160550100001,-67.182404815799998,18.379013242399999,o,i,1,0,,359,wb-1418,1.000000000000000,3.115555555555560,9.346666666666669,nex-1419
218,-65.896919257617583,18.376372606710504,PRVI218,PRVI,-65.904426889000007,18.383732197400001,-65.896652219800004,18.373700861300001,o,i,1,0,,436,wb-4131,1.000000000000000,3.115555555555560,9.346666666666669,nex-1224
219,-67.167411307086127,18.299053648307279,PRVI219,PRVI,-67.164637449400004,18.289931239500000,-67.166641076399998,18.305684554500001,o,i,1,0,,438,wb-521,1.000000000000000,3.782919179822680,11.348757539468000,nex-522
220,-67.181198325941921,18.298832351232079,PRVI220,PRVI,-67.180724880499994,18.294354417600001,-67.181103880799995,18.302757753400002,o,i,1,0,,445,wb-2426,1.000000000000000,3.115555555555560,9.346666666666669,nex-1040
221,-65.870987963823438,18.060851499497176,PRVI221,PRVI,-65.845184265000000,18.058001702799999,-65.872923673599999,18.060841369799999,o,i,1,0,,450,wb-4044,1.000000000000000,4.454191018504740,13.362573055514201,nex-595
222,-67.180292620507998,18.374524585341362,PRVI222,PRVI,-67.188703482299999,18.377466309500001,-67.180108551499998,18.374618033800001,o,i,1,0,,467,wb-3973,1.000000000000000,3.269464584082350,9.808393752247049,nex-1420
223,-67.126601478275575,18.115469775309919,PRVI223,PRVI,-67.135402920999994,18.124817857200000,-67.081176924800005,18.106831594399999,o,i,1,0,,468,wb-324,2.000000000000000,14.605985431190399,43.817956293571200,nex-325
224,-66.318951379802286,17.984951491418258,PRVI224,PRVI,-66.318761143100005,17.984518073600000,-66.319494543299996,17.987050274300000,o,i,1,0,,470,wb-1696,1.000000000000000,3.115555555555560,9.346666666666669,tnx-1000000386
225,-65.795034604363480,18.181101697485417,PRVI225,PRVI,-65.790252650300005,18.182321806899999,-65.805440188500000,18.193875609999999,o,i,1,0,,395,wb-1129,1.000000000000000,4.135906407154180,12.407719221462500,nex-1130
226,-67.136857828925599,18.208527952303200,PRVI226,PRVI,-67.137842665899996,18.208371593100001,-67.136108665300000,18.209614926800000,o,i,1,0,,501,wb-1369,1.000000000000000,3.115555555555560,9.346666666666669,nex-1370
227,-67.120832285981180,17.962609524110292,PRVI227,PRVI,-67.123738257300005,17.959828520399999,-67.118873255899999,17.968237722900000,o,i,1,0,,506,wb-1304,1.000000000000000,4.023005602537200,12.069016807611600,nex-1305
228,-67.136521672237336,18.251597539994521,PRVI228,PRVI,-67.138003466800001,18.259037207999999,-67.133415998499999,18.245769137500002,o,i,1,1,,510,wb-469,2.000000000000000,8.954062409743850,26.862187229231498,nex-470
229,-67.126876941517594,18.382618526024203,PRVI229,PRVI,-67.126554472699993,18.382752807900001,-67.127970999100000,18.382161644100002,o,i,-1,0,,406,wb-820,1.000000000000000,3.115555555555560,9.346666666666669,nex-821
230,-65.745877759351060,18.372342803077970,PRVI230,PRVI,-65.747432040500001,18.373253596900000,-65.742724972299996,18.371299663100000,o,i,1,0,,407,wb-4291,1.000000000000000,3.115555555555560,9.346666666666669,nex-1176
231,-66.138567424147254,17.956424135465511,PRVI231,PRVI,-66.134770751299996,17.943653838400000,-66.124047053799998,17.982366111499999,o,i,1,0,,655,wb-553,2.000000000000000,8.837080340171950,26.511241020515801,nex-554
232,-66.001148736624828,17.990949831869273,PRVI232,PRVI,-66.004832116100005,17.986217466599999,-65.998895911199995,17.990445947100000,o,i,1,0,,660,wb-2038,1.000000000000000,3.398885224264460,10.196655672793399,nex-818
233,-65.966263423817907,17.979310336502863,PRVI233,PRVI,-65.967079749099995,17.979096554700000,-65.960074232500006,17.982634478800001,o,i,1,0,,661,wb-3147,1.000000000000000,3.115555555555560,9.346666666666669,nex-732
234,-66.160575264536817,18.382264869428241,PRVI234,PRVI,-66.160069522000001,18.382289534500000,-66.173183083200001,18.377194481800000,o,i,1,0,,674,wb-1238,1.000000000000000,5.760323386520100,17.280970159560301,nex-725
235,-66.160116045519032,18.382215958899451,PRVI235,PRVI,-66.160069522000001,18.382289534500000,-66.165330302599997,18.372431189899999,o,i,1,0,,678,wb-724,1.000000000000000,4.670330151987500,14.010990455962499,nex-725
236,-67.157056427612019,18.240165538009194,PRVI236,PRVI,-67.157595872499996,18.241434002500000,-67.157078272299998,18.236601334400000,o,i,1,0,,697,wb-2413,1.000000000000000,3.115555555555560,9.346666666666669,nex-2414
237,-66.758582274852074,18.014221511113874,PRVI237,PRVI,-66.758780479199999,18.014031875299999,-66.752135877200004,18.021086877500000,o,i,1,0,,520,wb-3751,1.000000000000000,3.115555555555560,9.346666666666669,nex-1281
238,-65.658861912247403,18.237041988397095,PRVI238,PRVI,-65.657940743799998,18.236691758300001,-65.660849544700000,18.241205559600001,o,i,1,0,,534,wb-3700,1.000000000000000,3.115555555555560,9.346666666666669,nex-1046
239,-67.206167596057696,18.367385435989149,PRVI239,PRVI,-67.205515889500006,18.373523240400001,-67.203732888800005,18.365973171600000,o,i,1,0,,536,wb-1120,1.000000000000000,3.115555555555560,9.346666666666669,nex-1121
240,-67.129507622179005,18.288106343133279,PRVI240,PRVI,-67.129775019899995,18.283222116200001,-67.128101264300000,18.293390018200000,o,i,1,0,,553,wb-3605,1.000000000000000,3.115555555555560,9.346666666666669,nex-2726
241,-66.735971470506911,18.458570534702460,PRVI241,PRVI,-66.725789964200004,18.461524725800000,-66.737023891600003,18.456186537600001,o,i,1,0,,560,wb-3569,1.000000000000000,4.652912639914280,13.958737919742800,nex-369
242,-67.064312504318593,17.978379804384531,PRVI242,PRVI,-67.064679639399998,17.978221059999999,-67.061849638699996,17.986128262400001,o,i,1,0,,590,wb-2153,1.000000000000000,3.115555555555560,9.346666666666669,nex-2154
243,-66.254036296437903,18.371414979717599,PRVI243,PRVI,-66.253336069300005,18.372345476000000,-66.255556376000001,18.362033297899998,o,i,1,1,,603,wb-1559,1.000000000000000,4.371844577836480,13.115533733509400,nex-1560
