OID_,hl_link,long,lat,start_DomL,end_DomLoc,multInt,FlowDir,flag,hf_id,poi_id,hl_uri,flowpath_id,order_,TopWdth,TopWdthCC,START_X,START_Y,END_X,END_Y
51,HI52,-155.169664869672062,19.940694353488642,o,i,0,1,,80000100001431.000000000000000,37,coastal-HI52,wb-116,1.000000000000000,2.826019448876380,8.478058346629130,-155.189917707000006,19.918449957699998,-155.169606907000002,19.940922222899999
52,HI53,-155.179742620486053,19.949484047413630,o,i,0,1,,80000100002625.000000000000000,64,coastal-HI53,wb-63,1.000000000000000,3.559104631159190,10.677313893477599,-155.204371172999998,19.920606824499998,-155.179527107000013,19.949670556099999
53,HI54,-155.243397227002163,19.992346642782383,o,i,0,1,,80000100000300.000000000000000,8,coastal-HI54,wb-581,1.000000000000000,6.516298584454590,19.548895753363801,-155.247247103999996,19.988148755600001,-155.241502104000006,19.993887221800001
54,HI55,-155.266925538203765,20.010515127944089,o,i,0,1,,80000100003854.000000000000000,103,coastal-HI55,wb-7,1.000000000000000,3.959214599808500,11.877643799425501,-155.282964569999990,19.997032555800001,-155.266818769999986,20.010571754899999
55,HI56,-155.328833414348935,20.036317147909006,o,i,0,1,,80000100000287.000000000000000,7,coastal-HI56,wb-376,2.000000000000000,8.180641265055570,24.541923795166699,-155.330417901000004,20.030635421800000,-155.328799368000006,20.036404621500001
56,HI57,-155.331897758931518,20.038597051938336,o,i,0,1,,80000100000815.000000000000000,25,coastal-HI57,wb-430,1.000000000000000,5.393038404291150,16.179115212873398,-155.340422101000001,20.018930955799998,-155.331846100999996,20.038633621399999
57,HI58,-155.350678606104054,20.048560171545425,o,i,0,1,,80000100003833.000000000000000,101,coastal-HI58,wb-306,2.000000000000000,8.562924518668350,25.688773556005099,-155.355126100999996,20.033663822099999,-155.350621901000011,20.048626554599998
58,HI59,-155.355779243736890,20.049963676021832,o,i,0,1,,80000100002092.000000000000000,51,coastal-HI59,wb-87,1.000000000000000,4.900912386212550,14.702737158637600,-155.375015899999994,20.024992822800002,-155.355631899999992,20.050050954700001
59,HI60,-155.410007287156617,20.077116333351000,o,i,0,1,,80000100003344.000000000000000,87,coastal-HI60,wb-276,2.000000000000000,11.674763935851701,35.024291807555002,-155.410931898999991,20.075140954500000,-155.409912165000009,20.077216021000002
60,HI61,-155.418591959932684,20.082320370915102,o,i,0,1,,80000100003814.000000000000000,99,coastal-HI61,wb-379,1.000000000000000,5.675745631783150,17.027236895349500,-155.421033964999992,20.074057354699999,-155.418178764999993,20.082699154299998
61,HI62,-155.441384026280787,20.091960732452300,o,i,0,1,,80000100000774.000000000000000,24,coastal-HI62,wb-135,1.000000000000000,2.821450683296320,8.464352049888950,-155.449568497999991,20.075614021800000,-155.441163297000003,20.092215820900002
62,HI63,-155.491806198226385,20.108360749243879,o,i,0,1,,80000100003104.000000000000000,81,coastal-HI63,wb-41,1.000000000000000,4.212385748568810,12.637157245706399,-155.497037296000002,20.093000421799999,-155.491637163000007,20.108661621000000
63,HI64,-155.528841301794301,20.118499417562916,o,i,0,1,,80000100001811.000000000000000,46,coastal-HI64,wb-326,1.000000000000000,4.989589415817390,14.968768247452200,-155.537014961000011,20.104156822000000,-155.528424961000013,20.118774554500000
64,HI65,-155.775757168304864,20.241737746146548,o,i,0,1,,80000100003216.000000000000000,84,coastal-HI65,wb-226,1.000000000000000,6.418100747453310,19.254302242359898,-155.780778553000005,20.232384153400002,-155.775943885999993,20.242657419499999
65,HI66,-155.777129830497046,20.241447830670669,o,i,0,1,,80000100000641.000000000000000,19,coastal-HI66,wb-433,1.000000000000000,4.250026438448420,12.750079315345300,-155.796345285999990,20.216806421099999,-155.776521153000004,20.242272419500001
66,HI67,-155.896523259299755,20.229437768798164,o,i,0,1,,80000100000604.000000000000000,16,coastal-HI67,wb-147,1.000000000000000,5.386283848003110,16.158851544009298,-155.882385884000001,20.215637622700001,-155.898220882999993,20.231537155500000
67,HI68,-155.883307592950274,20.116713817330407,o,i,0,1,,80000100000003.000000000000000,1,coastal-HI68,wb-169,1.000000000000000,4.809639612941820,14.428918838825400,-155.859993886000012,20.125002226800000,-155.884444685000005,20.116175560999999
68,HI69,-155.874423446216667,20.095411054469011,o,i,0,1,,80000100000622.000000000000000,17,coastal-HI69,wb-146,1.000000000000000,4.524914805332370,13.574744415997101,-155.851336687000014,20.105556027599999,-155.874963753000003,20.094701828500000
69,HI70,-155.864500881207192,20.080614646165007,o,i,0,1,,80000100003559.000000000000000,94,coastal-HI70,wb-25,1.000000000000000,5.055983487105400,15.167950461316201,-155.843644353999991,20.094794961300000,-155.865224887000011,20.080387962400000
70,HI71,-155.857212216478501,20.073369870101160,o,i,0,1,,80000100001174.000000000000000,32,coastal-HI71,wb-556,1.000000000000000,6.955326608335240,20.865979825005699,-155.847897286999995,20.077867628900002,-155.858139953999995,20.072906762700001
71,HI72,-155.847537642566721,20.061821334771317,o,i,0,1,,80000100002724.000000000000000,68,coastal-HI72,wb-58,1.000000000000000,3.924468487229880,11.773405461689601,-155.814670487999990,20.080734561500002,-155.847956487999994,20.060732163099999
72,HI73,-155.839550557712727,20.051319460301137,o,i,0,1,,80000100001179.000000000000000,33,coastal-HI73,wb-299,2.000000000000000,8.066672564024589,24.200017692073800,-155.815251555000003,20.064182029000001,-155.839859488000002,20.050834630099999
73,HI74,-155.838151396441333,20.049691157020952,o,i,0,1,,80000100002593.000000000000000,61,coastal-HI74,wb-67,1.000000000000000,4.925604513823330,14.776813541470000,-155.782707289000001,20.069689628100001,-155.838415088000005,20.049470230099999
74,HI75,-155.819646800699871,20.018743349398019,o,i,0,1,,80000100001183.000000000000000,34,coastal-HI75,wb-124,1.000000000000000,5.565767534020430,16.697302602061299,-155.769021756999990,20.015675163800001,-155.822497688999988,20.018887631300000
75,HI76,-155.824206507425856,20.013703951369983,o,i,0,1,,80000100002730.000000000000000,70,coastal-HI76,wb-223,2.000000000000000,11.978680472703600,35.936041418110896,-155.823970156000001,20.013643365000000,-155.825117089000003,20.013830431599999
76,HI77,-155.904187403011349,19.410784014977089,o,i,0,1,,80000100001060.000000000000000,30,coastal-HI77,wb-335,2.000000000000000,9.518086058197470,28.554258174592398,-155.862625901999991,19.413781861800000,-155.904936901000013,19.410505596200000
77,HI78,-155.822619483149765,19.993353514500537,o,i,0,1,,80000100002596.000000000000000,62,coastal-HI78,wb-66,1.000000000000000,8.145404318722580,24.436212956167701,-155.712694093000010,19.981626364499999,-155.824754689999992,19.993967432600002
78,HI79,-155.829129649894327,19.968919271418720,o,i,0,1,,80000100002592.000000000000000,60,coastal-HI79,wb-246,3.000000000000000,16.529753820793101,49.589261462379397,-155.783031958000009,19.956565233700001,-155.842237756000003,19.960182234600001
79,HI80,-155.822501139627065,20.031376877864314,o,i,0,1,,80000100001704.000000000000000,43,coastal-HI80,wb-233,2.000000000000000,9.600584046042860,28.801752138128599,-155.811953955999996,20.029723230599998,-155.823570088999986,20.031901830700001
80,HI81,-155.733623618362770,20.197075047367253,o,i,0,1,,80000100000150.000000000000000,3,coastal-HI81,wb-256,1.000000000000000,6.969022657245530,20.907067971736598,-155.734245288000011,20.192112554600001,-155.732463754999998,20.198221620900000
81,HI82,-155.810473664592138,20.256741494233296,o,i,0,1,,80000100000634.000000000000000,18,coastal-HI82,wb-434,1.000000000000000,4.061162744933660,12.183488234801001,-155.815060885000008,20.245651353300001,-155.810454284999992,20.256755752699998
82,HI83,-155.847161407817566,20.265186555140986,o,i,0,1,,80000100002726.000000000000000,69,coastal-HI83,wb-57,1.000000000000000,3.611166711281720,10.833500133845201,-155.847047683999989,20.251645820299998,-155.847272349999997,20.265512219600001
83,HI84,-155.492720572380165,20.108921110993659,o,i,0,1,,80000100003319.000000000000000,86,coastal-HI84,wb-33,1.000000000000000,3.122197245838800,9.366591737516400,-155.500016695999989,20.097842754999999,-155.492581295999997,20.109074021000001
84,HI85,-155.393524258423582,20.067237811738131,o,i,0,1,,80000100003818.000000000000000,100,coastal-HI85,wb-9,1.000000000000000,2.544085868702890,7.632257606108660,-155.397030166000008,20.053699221900001,-155.393508566000008,20.067239554499999
85,HI86,-155.648226212860294,18.931149477949059,o,i,0,1,,80000100002271.000000000000000,54,coastal-HI86,wb-322,1.000000000000000,3.360340645623460,10.081021936870400,-155.655863785999998,18.936274679899999,-155.647176986000005,18.931204079899999
86,HI87,-155.657786487373187,18.923699160550978,o,i,0,1,,80000100000676.000000000000000,20,coastal-HI87,wb-142,1.000000000000000,3.348161164468180,10.044483493404501,-155.660168319000007,18.927050280400000,-155.656727719999992,18.921611880600000
87,HI88,-155.650265405956617,18.929383129159973,o,i,0,1,,80000100002270.000000000000000,53,coastal-HI88,wb-81,1.000000000000000,1.860617498409340,5.581852495228020,-155.655043118999998,18.932030880100001,-155.649242320000013,18.928969680100000
88,HI89,-155.866423545790894,20.084442176411937,o,i,0,1,,80000100002718.000000000000000,66,coastal-HI89,wb-60,1.000000000000000,3.429773102083930,10.289319306251800,-155.850109486999997,20.093351561500000,-155.867334687000010,20.084018828900000
89,HI90,-155.855572991912283,20.068536457944301,o,i,0,1,,80000100003196.000000000000000,82,coastal-HI90,wb-38,1.000000000000000,2.686701463398150,8.060104390194450,-155.844902487000013,20.073603762400001,-155.855558553999998,20.068532962799999
90,HI91,-155.278546811188505,20.017606848622211,o,i,0,1,,80000100003853.000000000000000,102,coastal-HI91,wb-8,1.000000000000000,3.456111026119190,10.368333078357599,-155.284763770000012,20.000005355700001,-155.278482569999994,20.017675554800000
91,HI92,-155.266092853198529,20.009707577436583,o,i,0,1,,80000100002908.000000000000000,77,coastal-HI92,wb-46,1.000000000000000,2.732434205593790,8.197302616781380,-155.269762103000005,20.001984621999998,-155.266032703000008,20.009778821600001
92,HI93,-155.297043776930650,20.023096250093296,o,i,0,1,,80000100002904.000000000000000,76,coastal-HI93,wb-47,1.000000000000000,2.782322836835710,8.346968510507139,-155.306229169000005,20.007461555700001,-155.297008901999988,20.023149754799999
93,HI94,-155.580745238770248,19.019725135515060,o,i,0,1,,80000100001581.000000000000000,41,coastal-HI94,wb-110,1.000000000000000,7.067434485079940,21.202303455239800,-155.609758717000005,19.050578606799998,-155.579880785999990,19.018709207499999
94,HI95,-155.141622330833314,19.917375443947911,o,i,0,1,,80000100003938.000000000000000,104,coastal-HI95,wb-5,1.000000000000000,3.550200929442520,10.650602788327500,-155.163382307999996,19.902263357900001,-155.141505174999992,19.917586423500001
95,HI96,-155.191073230177409,19.954797561433814,o,i,0,1,,80000100003444.000000000000000,89,coastal-HI96,wb-29,1.000000000000000,2.093923454900180,6.281770364700540,-155.197586306000005,19.943701956700000,-155.190950305999991,19.954971622700000
96,HI97,-155.181642068304598,19.950662681919393,o,i,0,1,,80000100002624.000000000000000,63,coastal-HI97,wb-64,1.000000000000000,3.856687740590520,11.570063221771500,-155.219811305999997,19.909395825299999,-155.181390106999999,19.950771555999999
97,HI98,-155.122337764737324,19.894062540841254,o,i,0,1,,80000100003507.000000000000000,91,coastal-HI98,wb-27,1.000000000000000,3.258615349394930,9.775846048184800,-155.130297976000008,19.888564157899999,-155.122159576000001,19.894025957499998
98,HI99,-155.113785214323514,19.880058510651221,o,i,0,1,,80000100000984.000000000000000,27,coastal-HI99,wb-127,1.000000000000000,2.325624920901450,6.976874762704340,-155.121795775999999,19.873569958400001,-155.113919576000001,19.880655758000000
99,HI100,-155.101442951227170,19.867884822964477,o,i,0,1,,80000100001002.000000000000000,28,coastal-HI100,wb-126,1.000000000000000,2.128676510169280,6.386029530507830,-155.108535576999998,19.863940025300000,-155.101315309999990,19.868032825000000
100,HI101,-155.084449016874316,19.841442554061270,o,i,0,1,,80000100004011.000000000000000,107,coastal-HI101,wb-456,1.000000000000000,3.130038534881880,9.390115604645640,-155.085003978000003,19.841373025799999,-155.084427978000008,19.841439225799999
101,HI102,-155.086554532549485,19.824324661508804,o,i,0,1,,80000100002562.000000000000000,59,coastal-HI102,wb-69,1.000000000000000,1.833449876734010,5.500349630202040,-155.094251178000007,19.825113026800000,-155.086408578000004,19.824382360000001
102,HI103,-155.087468806332083,19.782997980477521,o,i,0,1,,80000100003044.000000000000000,80,coastal-HI103,wb-44,1.000000000000000,2.465490983902740,7.396472951708210,-155.107148311999993,19.785513628800000,-155.086046312000008,19.783183761800000
103,HI104,-155.091102264428741,19.750058473234798,o,i,0,1,,80000100004003.000000000000000,106,coastal-HI104,wb-1,1.000000000000000,2.754886672466020,8.264660017398050,-155.095164979000003,19.750225363500000,-155.090727979999997,19.750066430099999
104,HI105,-155.821053145434860,19.015097407608916,o,i,0,1,,80000100000124.000000000000000,2,coastal-HI105,wb-167,1.000000000000000,5.072331391286740,15.216994173860201,-155.808271512000005,19.042118878499998,-155.821533378999987,19.014634480200002
105,HI106,-155.090598176347157,19.738516313280638,o,i,0,1,,80000100003515.000000000000000,92,coastal-HI106,wb-26,1.000000000000000,3.074511469342710,9.223534408028140,-155.098935113000010,19.740738363999998,-155.089991580000003,19.738389630600000
106,HI107,-155.405431409965416,20.076319460025996,o,i,0,1,,80000100002089.000000000000000,50,coastal-HI107,wb-360,1.000000000000000,5.392572573665240,16.177717720995702,-155.414959299000003,20.057246555399999,-155.405350564999992,20.076654154300002
107,HI108,-155.822464402721891,20.032174002565103,o,i,0,1,,80000100003203.000000000000000,83,coastal-HI108,wb-484,1.000000000000000,5.314300755376830,15.942902266130501,-155.817281955999988,20.035803763699999,-155.823570088999986,20.031901830700001
108,HI109,-155.091294730049498,19.804805074047987,o,i,0,1,,80000100000471.000000000000000,11,coastal-HI109,wb-289,1.000000000000000,6.304065703094420,18.912197109283301,-155.113216711000007,19.808332427900002,-155.090959712000000,19.804858560900001
109,HI110,-156.041773677401892,20.662918331634380,o,i,0,1,,80000200000730.000000000000000,126,coastal-HI110,wb-1066,1.000000000000000,8.048681794188900,24.146045382566701,-156.042031070999997,20.663052335900002,-156.041224271000004,20.662749602600002
110,HI111,-156.442604990958984,20.714487722891462,o,i,0,1,,80000200002292.000000000000000,167,coastal-HI111,wb-947,1.000000000000000,6.059630787324170,18.178892361972501,-156.344725528999987,20.677074139700000,-156.446626858000002,20.714608005900001
111,HI112,-156.442212346712182,20.694654811889606,o,i,0,1,,80000200001505.000000000000000,149,coastal-HI112,wb-967,1.000000000000000,6.310762065438020,18.932286196314099,-156.348617061999988,20.669580206799999,-156.444913525000004,20.695353006900000
112,HI113,-156.442178810222060,20.688539343470744,o,i,0,1,,80000200002460.000000000000000,170,coastal-HI113,wb-943,1.000000000000000,6.229936222494840,18.689808667484499,-156.392015261000012,20.678779807000002,-156.444151658999999,20.688561807300001
113,HI114,-156.439620425425147,20.657103423216718,o,i,0,1,,80000200002481.000000000000000,171,coastal-HI114,wb-942,1.000000000000000,3.881468907642680,11.644406722928000,-156.403471526999994,20.655132408400000,-156.441770058999992,20.657395808899999
114,HI115,-156.243671536167199,20.608313190395890,o,i,0,1,,80000200001900.000000000000000,161,coastal-HI115,wb-956,1.000000000000000,5.989028064704010,17.967084194112001,-156.253821464999987,20.661518339200001,-156.243642733000001,20.608277341800001
115,HI116,-156.196710137983530,20.629289666254348,o,i,0,1,,80000200000304.000000000000000,115,coastal-HI116,wb-1163,1.000000000000000,6.882749221768720,20.648247665306201,-156.199508067000011,20.638589939599999,-156.196517733999997,20.627491940100001
116,HI117,-156.184146909831554,20.627321639084879,o,i,0,1,,80000200000687.000000000000000,125,coastal-HI117,wb-1130,2.000000000000000,8.460809962370210,25.382429887110600,-156.178131734000004,20.640261539200001,-156.184599668000004,20.626421606600001
117,HI118,-156.114082078913498,20.636090359422642,o,i,0,1,,80000200002670.000000000000000,174,coastal-HI118,wb-1176,1.000000000000000,6.098123088308650,18.294369264926001,-156.124051068999989,20.669109136800000,-156.112987736000008,20.634558205099999
118,HI119,-156.111635250600983,20.638117501602725,o,i,0,1,,80000200001861.000000000000000,158,coastal-HI119,wb-959,1.000000000000000,4.290578951724530,12.871736855173600,-156.114090336000004,20.664501603600002,-156.110917736000005,20.637826138299999
119,HI120,-155.989384306895062,20.712648417472696,o,i,0,1,,80000200003079.000000000000000,184,coastal-HI120,wb-1168,1.000000000000000,6.693072969465940,20.079218908397799,-155.996880938000004,20.713941932699999,-155.988630537999995,20.712939332600001
120,HI121,-155.988663993685975,20.762142431863968,o,i,0,1,,80000200002704.000000000000000,176,coastal-HI121,wb-1142,1.000000000000000,7.430504478247700,22.291513434743099,-156.021310669999991,20.758860130700000,-155.986443070999997,20.761253930100001
121,HI122,-156.036679769686941,20.800910443885698,o,i,0,1,,80000200002702.000000000000000,175,coastal-HI122,wb-1143,1.000000000000000,5.764005218383740,17.292015655151200,-156.037134736000013,20.798071395600001,-156.036216335999995,20.805586795200000
122,HI123,-156.052019656318947,20.805088606780323,o,i,0,1,,80000200001879.000000000000000,160,coastal-HI123,wb-1231,1.000000000000000,6.417110920020920,19.251332760062699,-156.058238468000013,20.795472729400000,-156.051207067999997,20.806504795399999
123,HI124,-156.093964011263097,20.827154857505921,o,i,0,1,,80000200001114.000000000000000,135,coastal-HI124,wb-1151,1.000000000000000,5.672984441637110,17.018953324911301,-156.096475534000007,20.806662529299999,-156.093985534000012,20.827250194900000
124,HI125,-156.167229626187776,20.861703588325859,o,i,0,1,,80000200000323.000000000000000,116,coastal-HI125,wb-1028,1.000000000000000,3.768614965264710,11.305844895794101,-156.178131863999994,20.854936594600002,-156.167069131000005,20.861513394100001
125,HI126,-156.213948075009853,20.907819166992535,o,i,0,1,,80000200002632.000000000000000,173,coastal-HI126,wb-1019,1.000000000000000,4.437537971050490,13.312613913151500,-156.222073662000014,20.903735126000001,-156.213715729000000,20.907710325699998
126,HI127,-156.366457724534143,20.927630345746692,o,i,1,1,,80000200001359.000000000000000,147,coastal-HI127,wb-1053,1.000000000000000,5.862205771003340,17.586617313009999,-156.358918523999989,20.916622127200000,-156.367431124000007,20.929446393300001
127,HI128,-156.487963590886665,20.906996955431133,o,i,0,1,,80000200002066.000000000000000,164,coastal-HI128,wb-1048,1.000000000000000,8.539911929162590,25.619735787487802,-156.502551920000002,20.892632330400001,-156.484907120999992,20.910157595899999
128,HI129,-156.493037146770888,20.918360052024322,o,i,0,1,,80000200001296.000000000000000,143,coastal-HI129,wb-1087,2.000000000000000,6.555114618616620,19.665343855849901,-156.497287519999986,20.917804928999999,-156.491371453999989,20.917985195600000
129,HI130,-156.506683842086233,20.932647954977483,o,i,0,1,,80000200002718.000000000000000,177,coastal-HI130,wb-934,1.000000000000000,5.314938214622080,15.944814643866200,-156.520371052999991,20.930884528600000,-156.503493319999990,20.934228728200001
130,HI131,-156.511294614074160,20.947278638292889,o,i,0,1,,80000200002062.000000000000000,163,coastal-HI131,wb-1051,1.000000000000000,7.412164614472530,22.236493843417598,-156.511593319000013,20.947053327599999,-156.509232118999989,20.948109727500000
131,HI132,-156.618584574522799,21.023088700305298,o,i,0,1,,80000200002789.000000000000000,181,coastal-HI132,wb-931,1.000000000000000,3.825388520819610,11.476165562458799,-156.611922314999987,21.006401192399998,-156.618911048000001,21.023839124900000
132,HI133,-156.637992176748497,21.012578158875577,o,i,0,1,,80000200000070.000000000000000,112,coastal-HI133,wb-1083,1.000000000000000,6.411041388896810,19.233124166690398,-156.631287447999995,21.013240392299998,-156.638638047999990,21.012998992400000
133,HI134,-156.645601397781860,21.008534328531649,o,i,0,1,,80000200002777.000000000000000,180,coastal-HI134,wb-932,1.000000000000000,3.639039676041070,10.917119028123199,-156.630399248000003,20.992633393399998,-156.646404913999987,21.008997992699999
134,HI135,-156.648969770460695,21.004485728555519,o,i,0,1,,80000200002775.000000000000000,179,coastal-HI135,wb-1084,1.000000000000000,4.563269024037790,13.689807072113400,-156.627897848999993,20.984283527100001,-156.649605314000013,21.004908526299999
135,HI136,-156.651465870287382,21.002015537564194,o,i,0,1,,80000200000006.000000000000000,109,coastal-HI136,wb-1072,1.000000000000000,5.506843940479080,16.520531821437199,-156.605742316999994,20.937358396099999,-156.649681514000008,21.004825993000001
136,HI137,-156.666133550472495,20.993069008125104,o,i,0,1,,80000200000777.000000000000000,128,coastal-HI137,wb-1064,1.000000000000000,3.877138963203400,11.631416889610200,-156.665183847000009,20.992556727200000,-156.667417247000003,20.994554393800001
137,HI138,-156.674525273997602,20.976732140157033,o,i,0,1,,80000200001521.000000000000000,151,coastal-HI138,wb-1111,1.000000000000000,6.577674178900460,19.733022536701402,-156.671968313999997,20.975911328199999,-156.677694314000007,20.977600128199999
138,HI139,-156.684712346968183,20.946790201518450,o,i,0,1,,80000200000021.000000000000000,110,coastal-HI139,wb-1049,1.000000000000000,6.964546383290570,20.893639149871699,-156.684151914000012,20.946522930000000,-156.690469113999995,20.950622529800000
139,HI140,-156.653769925162152,20.846200286308456,o,i,0,1,,80000200000388.000000000000000,118,coastal-HI140,wb-1137,1.000000000000000,4.534992759797340,13.604978279392000,-156.650989917000004,20.848099601600001,-156.654573249999999,20.845584135100001
140,HI141,-156.644719881951829,20.835840771020116,o,i,0,1,,80000200001545.000000000000000,152,coastal-HI141,wb-1127,1.000000000000000,5.477365091148230,16.432095273444698,-156.644683850000007,20.836331802200000,-156.645368917000013,20.833739402300001
141,HI142,-156.635745036643470,20.830336221089677,o,i,0,1,,80000200001546.000000000000000,153,coastal-HI142,wb-1238,1.000000000000000,4.260788066276700,12.782364198830100,-156.621551051000012,20.839038134999999,-156.637132116999993,20.829373202399999
142,HI143,-156.630437115842057,20.822222712719629,o,i,0,1,,80000200000432.000000000000000,121,coastal-HI143,wb-1162,1.000000000000000,4.484422158493720,13.453266475481200,-156.625225118000003,20.824208535899999,-156.630476850999997,20.822194936100001
143,HI144,-156.580745664104569,20.797256337228760,o,i,0,1,,80000200001577.000000000000000,154,coastal-HI144,wb-1135,1.000000000000000,4.269247792378770,12.807743377136299,-156.581689318999992,20.801474936500000,-156.581125452999999,20.795569336800000
144,HI145,-156.573488043826330,20.793569526631085,o,i,0,1,,80000200001224.000000000000000,141,coastal-HI145,wb-1247,1.000000000000000,4.730786394632630,14.192359183897899,-156.567442919999991,20.803344336199999,-156.573439720000010,20.793067136800001
145,HI146,-156.522529315714735,20.779066259646534,o,i,0,1,,80000200000843.000000000000000,130,coastal-HI146,wb-983,1.000000000000000,3.629839467760980,10.889518403282899,-156.540313521000002,20.808559935500000,-156.522017655000013,20.778889136899998
146,HI147,-156.511498973945322,20.795738290073352,o,i,0,1,,80000200000844.000000000000000,131,coastal-HI147,wb-982,1.000000000000000,3.839091202241350,11.517273606724100,-156.529250853999997,20.800271535800000,-156.510212122000013,20.792306202599999
147,HI148,-156.509535545131627,20.798005506765783,o,i,0,1,,80000200002410.000000000000000,169,coastal-HI148,wb-944,1.000000000000000,4.694525344978990,14.083576034937000,-156.541256253999990,20.813430735299999,-156.506501122000003,20.794721935799998
148,HI149,-156.452743956373411,20.784095082951854,o,i,0,1,,80000200001504.000000000000000,148,coastal-HI149,wb-1240,1.000000000000000,8.330203695989320,24.990611087967999,-156.396871258999994,20.779191135100000,-156.464186256999994,20.782190135899999
149,HI150,-156.449136505702711,20.764810899596647,o,i,0,1,,80000200002079.000000000000000,165,coastal-HI150,wb-1101,2.000000000000000,9.434477261483259,28.303431784449799,-156.424027857999988,20.769608802600001,-156.450843523999993,20.764567736600000
150,HI151,-156.449755581289395,20.758631175269855,o,i,0,1,,80000200000001.000000000000000,108,coastal-HI151,wb-1007,1.000000000000000,8.514379069306459,25.543137207919401,-156.337386686000002,20.719456233199999,-156.458067123999996,20.757009137099999
151,HI152,-156.454599799076021,20.788492527315814,o,i,0,1,,80000200001311.000000000000000,145,coastal-HI152,wb-1125,1.000000000000000,8.562979740242611,25.688939220727800,-156.444093124000005,20.794370734899999,-156.457639723000000,20.789100335400001
152,HI154,-156.490359388672857,20.813926329022465,o,i,0,1,,80000200000884.000000000000000,132,coastal-HI154,wb-1088,1.000000000000000,7.161594699980190,21.484784099940601,-156.499085721999990,20.821732600899999,-156.485423056000002,20.803490401700000
153,HI155,-156.481901887085655,20.816235288216475,o,i,0,1,,80000200001297.000000000000000,144,coastal-HI155,wb-1044,1.000000000000000,7.709347399030060,23.128042197090199,-156.483233522000006,20.822851533900000,-156.474004455999989,20.802281734899999
154,HI156,-156.472683718634642,20.817652449539981,o,i,0,1,,80000200000523.000000000000000,123,coastal-HI156,wb-1080,1.000000000000000,10.306442216559800,30.919326649679501,-156.463084323000004,20.838087932800001,-156.472687656000005,20.802072134900001
155,HI157,-156.389604572194486,20.908215112502155,o,i,0,1,,80000200001337.000000000000000,146,coastal-HI157,wb-1098,2.000000000000000,8.836946596836659,26.510839790510001,-156.386166524000004,20.902808928300001,-156.394101256999988,20.914465394499999
156,HI158,-156.433494247977109,20.882948473327030,o,i,0,1,,80000200001680.000000000000000,157,coastal-HI158,wb-1058,2.000000000000000,10.323037614621001,30.969112843863002,-156.422149722999990,20.865292797500000,-156.444302321999999,20.894836196200000
157,HI159,-156.683572599451281,20.959421984876283,o,i,0,1,,80000200001520.000000000000000,150,coastal-HI159,wb-1112,1.000000000000000,4.763093762300730,14.289281286902201,-156.680942514000009,20.958395395899998,-156.684687446999988,20.960535729200000
158,HI160,-156.666788658343478,20.860933252649261,o,i,0,1,,80000200002737.000000000000000,178,coastal-HI160,wb-1086,1.000000000000000,6.587870967428110,19.763612902284301,-156.665471649000011,20.861231934399999,-156.669470915999995,20.858815001300002
159,HI161,-156.460999057420480,20.808140774159416,o,i,0,1,,80000200000524.000000000000000,124,coastal-HI161,wb-1092,1.000000000000000,8.460064565229921,25.380193695689801,-156.453121922999998,20.808628000900001,-156.465850856000003,20.803638134700002
160,HI162,-156.456750924598708,20.799620346704824,o,i,0,1,,80000200001665.000000000000000,156,coastal-HI162,wb-1147,1.000000000000000,6.069310799294670,18.207932397884001,-156.451129723000008,20.800967734699999,-156.458343923000001,20.798676401600002
161,HI163,-156.684398091269770,20.901457682292477,o,i,0,1,,80000200002309.000000000000000,168,coastal-HI163,wb-1218,1.000000000000000,3.971932259056920,11.915796777170801,-156.663835315000000,20.899012799000001,-156.684969247999987,20.901542132500001
162,HI164,-156.680684628897637,20.883610628379802,o,i,0,1,,80000200001157.000000000000000,137,coastal-HI164,wb-1114,1.000000000000000,6.917870053994130,20.753610161982401,-156.667448248999989,20.888895799600000,-156.685100447999986,20.885012799999998
163,HI165,-156.656332583787645,20.848501346654633,o,i,0,1,,80000200000024.000000000000000,111,coastal-HI165,wb-1120,1.000000000000000,4.926433903384830,14.779301710154501,-156.653103716000004,20.851082801499999,-156.656704649999995,20.848016935000000
164,HI166,-156.639671861702510,20.831671471757470,o,i,0,1,,80000200001189.000000000000000,139,coastal-HI166,wb-975,1.000000000000000,3.127672912208430,9.383018736625290,-156.624770917000006,20.841438201599999,-156.639801650999999,20.831509135699999
165,HI167,-156.332715556092381,20.584331964422788,o,i,0,1,,80000200001143.000000000000000,136,coastal-HI167,wb-976,1.000000000000000,6.278541161773320,18.835623485319999,-156.339310729999994,20.636409408500000,-156.332454530999996,20.583979211100001
166,HI168,-156.666243269979077,20.989335534306527,o,i,0,1,,80000200001180.000000000000000,138,coastal-HI168,wb-1068,1.000000000000000,3.792188047507120,11.376564142521399,-156.643446315000006,20.971008794700001,-156.668454114000014,20.991444527300001
167,HI169,-156.633315795506746,20.825950503982181,o,i,0,1,,80000200000407.000000000000000,119,coastal-HI169,wb-995,1.000000000000000,2.324494530153060,6.973483590459170,-156.627015317999991,20.830136735600000,-156.633333117000006,20.825927135899999
168,HI170,-156.623580889394674,20.815996268039630,o,i,0,1,,80000200000431.000000000000000,120,coastal-HI170,wb-1103,1.000000000000000,6.471330110925760,19.413990332777299,-156.613113317999989,20.821783802500001,-156.627106717999993,20.812914336500000
