OID_,vpuID,domain,start_DomL,end_DomLoc,FlowDir,multInt,long,lat,hl_link,flag,poi_id,flowpath_id,nex_id,START_X,START_Y,END_X,END_Y,order_,TopWdth,TopWdthCC,outside
247, ,gl,i,o,1,0,-78.397626923543669,43.928311891480632,LakeOntario246,wrong flowdir,378,wb-23336,tnx-1000000675,-78.396901795500000,43.919732500300000,-78.399625636600007,43.930963538000000,1.000000000000000,6.455620369884270,19.366861109652799,0
248, ,gl,i,o,1,0,-78.459015936036565,43.905476657721636,LakeOntario247,wrong flowdir,334,wb-23335,tnx-1000000673,-78.458638477500003,43.903669668399999,-78.464298255000003,43.926963482500000,1.000000000000000,6.868792253674650,20.606376761023999,0
249, ,gl,o,i,1,0,-78.484101555942004,43.898598126502407,LakeOntario248,,506,wb-23333,tnx-1000000671,-78.484570899100007,43.899185629400002,-78.483391592199993,43.896490017799998,1.000000000000000,8.025929667965960,24.077789003897902,0
250, ,gl,o,i,1,0,-78.583026318209988,43.907559793349833,LakeOntario249,,475,wb-23327,tnx-1000000667,-78.521261558600003,43.966074642599999,-78.576340077300003,43.896185573600000,2.000000000000000,11.803634408124500,35.410903224373399,0
25,04,conus,o,i,1,0,-77.681662480139323,43.256634707925457,LakeOntario25,,39568,wb-669676,nex-669677,-77.710994200000002,43.193313377800003,-77.686889530399995,43.252322589300000,2.000000000000000,8.969108089913700,26.907324269741100,0
251, ,gl,i,o,1,0,-78.705430167668055,43.885407708898697,LakeOntario250,wrong flowdir,376,wb-23299,tnx-1000000664,-78.682739456299998,43.879082628399999,-78.728699212699993,43.889741039999997,1.000000000000000,7.596095529266200,22.788286587798599,0
252, ,gl,o,i,1,0,-79.003648461707087,43.857506020286678,LakeOntario251,,489,wb-4822,tnx-1000000644,-79.022224092700000,43.909518700299998,-78.988477743199994,43.829962997999999,2.000000000000000,9.297579408018320,27.892738224055002,0
253, ,gl,o,i,1,0,-79.045494742088636,43.850179092491203,LakeOntario252,,369,wb-4780,nex-4758,-79.044067115499999,43.893296423199999,-79.043210500599997,43.843962981200001,1.000000000000000,7.351432226340830,22.054296679022499,0
254, ,gl,o,i,1,0,-79.076861229861834,43.850074074159238,LakeOntario253,,520,wb-4756,nex-4757,-79.136864291500004,43.875185187500001,-79.070193071299997,43.854518534900002,2.000000000000000,13.712142983716300,41.136428951149000,0
255, ,gl,o,i,1,0,-79.070822168108521,43.854785927228818,LakeOntario254,,490,wb-4770,nex-4757,-79.072905607600006,43.860296323199996,-79.070193071299997,43.854518534900002,3.000000000000000,13.321619382458300,39.964858147374997,0
256, ,gl,o,i,1,0,-79.124779190407253,43.799668355010624,LakeOntario255,,546,wb-4752,tnx-1000000640,-79.134151711599998,43.806407251400003,-79.116595798399999,43.794185018500002,3.000000000000000,18.103266103414299,54.309798310243004,0
257, ,gl,o,i,1,0,-79.105953646943192,43.804185052498212,LakeOntario256,,437,wb-4806,tnx-1000000638,-79.148999280400005,43.836073973200001,-79.104190475600006,43.803977922900003,2.000000000000000,7.975744856309770,23.927234568929300,0
258, ,gl,o,i,1,0,-79.151411927518382,43.771396014414563,LakeOntario257,,445,wb-4813,nex-4814,-79.198824177700004,43.774184886599997,-79.145287346499998,43.769518264699997,3.000000000000000,12.494955311302901,37.484865933908701,0
259, ,gl,o,i,1,0,-79.149079836165470,43.775692115398840,LakeOntario258,,306,wb-4820,nex-4814,-79.163704030299996,43.790073849800002,-79.145287346499998,43.769518264699997,1.000000000000000,6.104077178284040,18.312231534852099,0
260, ,gl,o,i,1,0,-78.982023585020386,43.874453635426960,LakeOntario259,,448,wb-4836,nex-4827,-78.987674962900002,43.881074220000002,-78.963119368199997,43.853963063099997,2.000000000000000,7.930864660111170,23.792593980333500,0
26,04,conus,o,i,1,0,-77.814738547445984,43.280193698980099,LakeOntario26,,64734,wb-669701,nex-669688,-77.845600583500001,43.281834121000003,-77.808773038699997,43.285613923299998,2.000000000000000,10.290995681813200,30.872987045439700,0
261, ,gl,o,i,1,0,-78.959241744910571,43.880869896228774,LakeOntario260,,509,wb-4825,nex-4826,-78.974540623199999,43.978074436699998,-78.961834493599994,43.878518672399998,2.000000000000000,10.362566510208000,31.087699530624100,0
262, ,gl,o,i,1,0,-78.961795880675311,43.880326506063454,LakeOntario261,,476,wb-4831,nex-4826,-78.990101994499994,43.941518793999997,-78.961834493599994,43.878518672399998,2.000000000000000,9.992288515183510,29.976865545550499,0
263, ,gl,o,i,1,0,-78.926325289980127,43.872438144105104,LakeOntario262,,361,wb-4838,nex-4839,-78.931711096200004,43.929074352999997,-78.927142590700001,43.870074227800004,1.000000000000000,7.704731556033570,23.114194668100701,0
264, ,gl,o,i,1,0,-78.928001422127863,43.872409310041689,LakeOntario263,,329,wb-4840,nex-4839,-78.932995958500001,43.874963124300002,-78.927142590700001,43.870074227800004,1.000000000000000,5.125398298808810,15.376194896426400,0
265, ,gl,i,o,1,0,-79.451944825593216,43.179344708591486,LakeOntario264,wrong flowdir,313,wb-5199,tnx-1000000841,-79.450834619299997,43.198268984700000,-79.450374396300006,43.174293658499998,1.000000000000000,6.324119795206780,18.972359385620400,0
266, ,gl,o,i,1,0,-79.357755516403927,43.665544362582295,LakeOntario265,,495,wb-4848,nex-4849,-79.360291071999995,43.671739965500002,-79.330881502899999,43.657739970500003,3.000000000000000,18.424912043250000,55.274736129750003,0
267, ,gl,i,o,1,0,-79.499337895927113,43.185519538296091,LakeOntario266,wrong flowdir,307,wb-5197,tnx-1000000832,-79.493330420199996,43.194861800500000,-79.513761887900003,43.167626810500003,1.000000000000000,5.943455878158280,17.830367634474801,0
268, ,gl,o,i,1,0,-79.479448437395433,43.638184129693911,LakeOntario267,,514,wb-5120,tnx-1000000649,-79.511193465600002,43.669184181399999,-79.471036687700007,43.631819819500002,4.000000000000000,24.662933577086701,73.988800731260000,0
269, ,gl,o,i,1,0,-79.562520553180946,43.197345728422704,LakeOntario268,,432,wb-5103,tnx-1000000816,-79.574865297299993,43.172848979299999,-79.551057625300004,43.204267164100003,2.000000000000000,10.655986771381800,31.967960314145500,0
270, ,gl,o,i,1,0,-79.489712336055447,43.626132460644612,LakeOntario269,,431,wb-5099,tnx-1000000651,-79.632115407399994,43.711517503400003,-79.475250362599994,43.618432547200001,2.000000000000000,11.528835477831800,34.586506433495302,0
