OID_,vpuID,domain,start_DomL,end_DomLoc,FlowDir,multInt,long,lat,hl_link,flag,poi_id,flowpath_id,nex_id,START_X,START_Y,END_X,END_Y,order_,TopWdth,TopWdthCC,outside
536, ,gl,o,i,1,0,-84.700808322046385,47.131713434027802,LakeSuperior511,,125,wb-14315,tnx-1000000279,-84.671579381499996,47.139631590000000,-84.726538383000005,47.134409438900001,1.000000000000000,7.889677845925960,23.669033537777899,0
537, ,gl,o,i,1,0,-84.631481715109032,47.215631759697999,LakeSuperior512,,707,wb-14031,tnx-1000000276,-84.584350490500000,47.239076206000000,-84.646461976099999,47.241416801100002,5.000000000000000,37.339096174334202,112.017288523003003,0
538, ,gl,o,i,1,0,-84.570584793653268,47.317345459025773,LakeSuperior513,,671,wb-13988,tnx-1000000273,-84.546660633599998,47.315743022500001,-84.605997796599993,47.312631988400000,2.000000000000000,10.077139908521399,30.231419725564201,0
539, ,gl,o,i,1,0,-84.728970116177891,47.455436301644056,LakeSuperior514,,718,wb-7058,tnx-1000000266,-84.712694992999999,47.465410294000002,-84.732464340700005,47.430690750499998,4.000000000000000,28.573030736817799,85.719092210453297,0
540, ,gl,o,i,1,0,-89.585438325618213,48.026634010950886,LakeSuperior515,,8,wb-7312,nex-7311,-89.587116123399994,48.026300701300002,-89.537005130599994,48.040522240100003,1.000000000000000,6.500441776906230,19.501325330718700,0
541, ,gl,o,i,1,0,-89.543674163232026,48.052379207134777,LakeSuperior516,,2,wb-7310,nex-7311,-89.590542786800000,48.043856381900000,-89.537005130599994,48.040522240100003,1.000000000000000,6.830834429670870,20.492503289012600,0
542, ,gl,o,i,1,0,-89.437221998096675,48.106338685482001,LakeSuperior517,,657,wb-7315,nex-7316,-89.444217488099994,48.118639107200003,-89.435937110200001,48.093194596899998,2.000000000000000,10.952830085830801,32.858490257492498,0
543, ,gl,o,i,1,0,-89.371546979509446,48.129972474949795,LakeSuperior518,,7,wb-7337,nex-7328,-89.373834312800000,48.138416941499997,-89.366124997300005,48.126639133499999,1.000000000000000,6.357726666445920,19.073179999337800,0
544, ,gl,o,i,1,0,-89.357386860714996,48.140505123412765,LakeSuperior519,,665,wb-7326,nex-7327,-89.361413754400004,48.154305872700000,-89.356702504599994,48.137639162799999,2.000000000000000,12.083434130460700,36.250302391382100,0
545, ,gl,o,i,1,0,-88.800632598915286,48.357902038548275,LakeSuperior520,,590,wb-8284,tnx-1000000124,-88.813195927500004,48.371306476999997,-88.804459285199997,48.337617956300001,1.000000000000000,10.494328763425701,31.482986290277001,0
