OID_,id,START_X,START_Y,END_X,END_Y,start_DomL,end_DomLoc,FlowDir,multInt,long,lat,hl_link
70,800015361,-155.655863785999998,18.936274680299999,-155.647176986000005,18.931204080299999,o,i,1,0,-155.648211696000004,18.931145969300001,HI-71
71,800013149,-155.660168319000007,18.927050280800000,-155.656727719000003,18.921611881000000,o,i,1,0,-155.657771969999999,18.923695651900001,HI-72
72,800013150,-155.655043118999998,18.932030880500001,-155.649242318999995,18.928969680500000,o,i,1,0,-155.650250889000006,18.929379619500001,HI-73
73,800010862,-155.850109486999997,20.093351561399999,-155.867334687000010,20.084018829100000,o,i,1,0,-155.866409062000002,20.084438716099999,HI-74
74,800017523,-155.844902488000002,20.073603762200001,-155.855558553999998,20.068532962599999,o,i,1,0,-155.855558505999994,20.068532997599998,HI-75
75,800002067,-155.284763768999994,20.000005355399999,-155.278482569000005,20.017675554499998,o,i,1,0,-155.278532310000003,20.017603397500000,HI-76
76,800017756,-155.269762103999994,20.001984621999998,-155.266032703999997,20.009778821600001,o,i,1,0,-155.266078353000012,20.009704124599999,HI-77
77,800011098,-155.306229169000005,20.007461555500001,-155.297008903000005,20.023149754599999,o,i,1,0,-155.297029277999997,20.023092797600000,HI-78
78,800000025,-155.609758717000005,19.050578606999998,-155.579880785999990,19.018709207699999,o,i,1,0,-155.580730722999988,19.019721632700001,HI-79
79,800004445,-155.163382307999996,19.902263357500001,-155.141505174999992,19.917586423400000,o,i,1,0,-155.141607826000012,19.917371989399999,HI-80
80,800006725,-155.197586306000005,19.943701956300000,-155.190950305999991,19.954971622700000,o,i,1,0,-155.191058725999994,19.954794107700000,HI-81
81,800000044,-155.219811306999986,19.909395825200001,-155.181390106999999,19.950771555700001,o,i,1,0,-155.181627565000014,19.950659227700001,HI-82
82,800013445,-155.130297976000008,19.888564157499999,-155.122159576000001,19.894025957099998,o,i,1,0,-155.122323260000002,19.894059086100000,HI-83
83,800013444,-155.121795776999988,19.873569957899999,-155.113919576999990,19.880655757500001,o,i,1,0,-155.113770711999990,19.880055057500002,HI-84
84,800006808,-155.108535576999998,19.863940025100000,-155.101315309999990,19.868032824800000,o,i,1,0,-155.101428443999993,19.867881367799999,HI-85
85,800006824,-155.085003978000003,19.841373025599999,-155.084427978000008,19.841439225599999,o,i,1,0,-155.084434509000005,19.841439097599999,HI-86
86,800011265,-155.094251178000007,19.825113026499999,-155.086408578000004,19.824382360400001,o,i,1,0,-155.086540025000005,19.824321204400000,HI-87
87,800017920,-155.107148311999993,19.785513628499999,-155.086046312000008,19.783183762200000,o,i,1,0,-155.087454296000004,19.782994521199999,HI-88
88,800006817,-155.095164979999993,19.750225363799998,-155.090727979999997,19.750066429699999,o,i,1,0,-155.091087756000007,19.750055013699999,HI-89
89,800013086,-155.808271512999994,19.042118878099998,-155.821533380000005,19.014634479700000,o,i,1,0,-155.821038633999990,19.015093897700002,HI-90
90,800006796,-155.098935113000010,19.740738364300000,-155.089991580000003,19.738389630200000,o,i,1,0,-155.090583670000001,19.738512849199999,HI-91
91,800013262,-155.414959299000003,20.057246555199999,-155.405350564999992,20.076654154100002,o,i,1,0,-155.405416914000000,20.076316009199999,HI-92
92,800010871,-155.817281955999988,20.035803763499999,-155.823570088999986,20.031901830799999,o,i,1,0,-155.822449916000011,20.032170538799999,HI-93
93,800015691,-155.113216711000007,19.808332427600000,-155.090959712000000,19.804858561300001,o,i,1,0,-155.091280221999995,19.804801615399999,HI-94
94,800006394,-156.042031070999997,20.663052335700002,-156.041224271999994,20.662749602700000,o,i,1,0,-156.041759208000002,20.662914897699999,HI-95
95,800002302,-156.344725528999987,20.677074139500000,-156.446626858000002,20.714608006100001,o,i,1,0,-156.442590534000004,20.714484285000001,HI-96
96,800011317,-156.348617061999988,20.669580206900001,-156.444913525999993,20.695353007000001,o,i,1,0,-156.442197889999989,20.694651372999999,HI-97
97,800008403,-156.392015261000012,20.678779807100000,-156.444151658999999,20.688561807399999,o,i,1,0,-156.442164353999999,20.688535904300000,HI-98
98,800015052,-156.403471528000011,20.655132408499998,-156.441770060000010,20.657395809000000,o,i,1,0,-156.439605967999995,20.657099981900000,HI-99
99,800006868,-156.253821464999987,20.661518338899999,-156.243642733000001,20.608277341499999,o,i,1,0,-156.243657071000001,20.608309750499998,HI-100
100,800008569,-156.199508067000011,20.638589939300001,-156.196517733999997,20.627491939799999,o,i,1,0,-156.196695672000004,20.629286228700000,HI-101
101,800006351,-156.178131734000004,20.640261538899999,-156.184599666999986,20.626421606699999,o,i,1,0,-156.184132443000010,20.627318201600001,HI-102
102,800006384,-156.124051068000000,20.669109136599999,-156.112987736000008,20.634558205200001,o,i,1,0,-156.114067612000014,20.636086923099999,HI-103
103,800004092,-156.114090336000004,20.664501603700000,-156.110917736000005,20.637826138000001,o,i,1,0,-156.111620783000006,20.638114065000000,HI-104
104,800013064,-155.996880938000004,20.713941932499999,-155.988630537999995,20.712939332400001,o,i,1,0,-155.989369836999998,20.712644985400001,HI-105
105,800017512,-156.021310669999991,20.758860130599999,-155.986443070999997,20.761253929999999,o,i,1,0,-155.988649524000010,20.762139003000001,HI-106
106,800013061,-156.037134734999995,20.798071395899999,-156.036216335000006,20.805586795499998,o,i,1,0,-156.036665301999989,20.800907016699998,HI-107
107,800004108,-156.058238469000003,20.795472729299998,-156.051207068999986,20.806504795700000,o,i,1,0,-156.052005188000010,20.805085179700001,HI-108
108,800017498,-156.096475534000007,20.806662529299999,-156.093985532999994,20.827250195200001,o,i,1,0,-156.093949546000005,20.827151431200001,HI-109
109,800008590,-156.178131863999994,20.854936595000002,-156.167069131000005,20.861513394500001,o,i,1,0,-156.167215163999998,20.861700162500000,HI-110
110,800004053,-156.222073662000014,20.903735126099999,-156.213715729000000,20.907710325800000,o,i,1,0,-156.213933615000002,20.907815741800000,HI-111
111,800008398,-156.502551920999991,20.892632330500000,-156.484907120999992,20.910157596400001,o,i,1,0,-156.487949138000005,20.906993526600001,HI-112
112,800012820,-156.497287521000004,20.917804929100001,-156.491371453999989,20.917985196099998,o,i,1,0,-156.493022695000008,20.918356624099999,HI-113
113,800015022,-156.520371052999991,20.930884528800000,-156.503493319999990,20.934228728400001,o,i,1,0,-156.506669390000013,20.932644528499999,HI-114
114,800008390,-156.511593320000003,20.947053327799999,-156.509232120000007,20.948109727700000,o,i,1,0,-156.511280161999991,20.947275212800001,HI-115
115,800017143,-156.611922314999987,21.006401191999998,-156.618911048999990,21.023839125199999,o,i,1,0,-156.618570126999998,21.023085277200000,HI-116
116,800017126,-156.631287447999995,21.013240391899998,-156.638638047999990,21.012998992000000,o,i,1,0,-156.637977729999989,21.012574734000001,HI-117
117,800006031,-156.630399248999993,20.992633392999998,-156.646404913999987,21.008997992299999,o,i,1,0,-156.645586952000002,21.008530903299999,HI-118
118,800012701,-156.627897848999993,20.984283527399999,-156.649605314000013,21.004908526600001,o,i,1,0,-156.648955325999992,21.004482302600000,HI-119
119,800015756,-156.605742316000004,20.937358396600001,-156.649681514000008,21.004825992600001,o,i,1,0,-156.651451423999987,21.002012112799999,HI-120
120,800010467,-156.665183847999998,20.992556727400000,-156.667417247999992,20.994554393400001,o,i,1,0,-156.666119105000007,20.993065582400000,HI-121
121,800014858,-156.671968313999997,20.975911328399999,-156.677694312999989,20.977600128399999,o,i,1,0,-156.674510829000013,20.976728713400000,HI-122
122,800012660,-156.684151914000012,20.946522930200000,-156.690469113000006,20.950622530000000,o,i,1,0,-156.684697903999989,20.946786771199999,HI-123
123,800008214,-156.650989915999986,20.848099602000001,-156.654573249999999,20.845584135100001,o,i,1,0,-156.653755477000004,20.846196850100000,HI-124
124,800008250,-156.644683850999996,20.836331802499998,-156.645368917000013,20.833739402599999,o,i,1,0,-156.644705431999995,20.835837337499999,HI-125
125,800010471,-156.621551051000012,20.839038134999999,-156.637132116999993,20.829373202799999,o,i,1,0,-156.635730585999994,20.830332785700001,HI-126
126,800001485,-156.625225117000014,20.824208535899999,-156.630476850999997,20.822194936100001,o,i,1,0,-156.630422664999998,20.822219278100000,HI-127
127,800008309,-156.581689318999992,20.801474936500000,-156.581125452999999,20.795569336800000,o,i,1,0,-156.580731211000000,20.797252900699998,HI-128
128,800003785,-156.567442919000001,20.803344336199999,-156.573439718999992,20.793067136800001,o,i,1,0,-156.573473591000010,20.793566091799999,HI-129
129,800001547,-156.540313520000012,20.808559935500000,-156.522017655000013,20.778889136800000,o,i,1,0,-156.522514860999991,20.779062822800000,HI-130
130,800003819,-156.529250854999987,20.800271535800000,-156.510212122000013,20.792306202900001,o,i,1,0,-156.511484520000010,20.795734855799999,HI-131
131,800014971,-156.541256253999990,20.813430735200001,-156.506501122000003,20.794721935700000,o,i,1,0,-156.509521092000000,20.798002072599999,HI-132
132,800004555,-156.396871258999994,20.779191135000001,-156.464186256999994,20.782190135800001,o,i,1,0,-156.452729498999986,20.784091648499999,HI-133
133,800010621,-156.424027857999988,20.769608802899999,-156.450843523999993,20.764567736499998,o,i,1,0,-156.449122050000000,20.764807464499999,HI-134
134,800000050,-156.337386685000013,20.719456233199999,-156.458067123999996,20.757009137000001,o,i,1,0,-156.449741125999992,20.758627738800001,HI-135
135,800015041,-156.444093124000005,20.794370734899999,-156.457639723999989,20.789100335299999,o,i,1,0,-156.454585342000001,20.788489092300001,HI-136
136,800012653,-156.678159114000010,20.914753398799999,-156.690345282999999,20.910704993200000,o,i,1,0,-156.689889394000005,20.911861704100001,HI-137
137,800017249,-156.499085721999990,20.821732601200001,-156.485423056000002,20.803490402000001,o,i,1,0,-156.490344936000014,20.813922896499999,HI-138
138,800001608,-156.483233522999996,20.822851533900000,-156.474004455999989,20.802281734899999,o,i,1,0,-156.481887432000008,20.816231855300000,HI-139
139,800006156,-156.463084323000004,20.838087932800001,-156.472687656000005,20.802072134900001,o,i,1,0,-156.472669265999997,20.817649017099999,HI-140
140,800003914,-156.386166524000004,20.902808928399999,-156.394101256999988,20.914465394899999,o,i,1,0,-156.389590134000002,20.908211699199999,HI-141
141,800001620,-156.422149724000008,20.865292797900000,-156.444302322999988,20.894836196600000,o,i,1,0,-156.433479793000004,20.882945045100001,HI-142
142,800012661,-156.680942514000009,20.958395395499998,-156.684687448000005,20.960535729400000,o,i,1,0,-156.683558153999996,20.959418558500001,HI-143
143,800014860,-156.665471650000001,20.861231934500001,-156.669470915999995,20.858815001699998,o,i,1,0,-156.666774210999989,20.860929819500001,HI-144
144,800010616,-156.453121923999987,20.808628001199999,-156.465850856000003,20.803638134700002,o,i,1,0,-156.460984601999996,20.808137341399998,HI-145
145,800001616,-156.451129723999998,20.800967734600000,-156.458343923999990,20.798676401800002,o,i,1,0,-156.456736468999992,20.799616913800001,HI-146
146,800008205,-156.663835315000000,20.899012799400001,-156.684969247999987,20.901542132599999,o,i,1,0,-156.684383644000008,20.901454250600001,HI-147
147,800017066,-156.667448248999989,20.888895800000000,-156.685100449000004,20.885012800500000,o,i,1,0,-156.680670179000003,20.883607187500001,HI-148
148,800012665,-156.653103716000004,20.851082801800001,-156.656704649999995,20.848016935000000,o,i,1,0,-156.656318134000003,20.848497912999999,HI-149
149,800001463,-156.624770917000006,20.841438201900001,-156.639801650999999,20.831509135699999,o,i,1,0,-156.639657411000002,20.831668037699998,HI-150
150,800015758,-156.339310729999994,20.636409408500000,-156.332454530999996,20.583979211100001,o,i,1,0,-156.332701093999987,20.584328523100002,HI-151
151,800010465,-156.643446315000006,20.971008794300001,-156.668454114000014,20.991444527500001,o,i,1,0,-156.666228824999990,20.989332108599999,HI-152
152,800010470,-156.627015317000001,20.830136735600000,-156.633333117000006,20.825927135899999,o,i,1,0,-156.633301345000007,20.825947068900000,HI-153
153,800001482,-156.613113317999989,20.821783802799999,-156.627106717999993,20.812914336500000,o,i,1,0,-156.623566438000012,20.815992832300001,HI-154
154,800003754,-156.613770851999988,20.815586403200001,-156.613860452000011,20.809625603499999,o,i,1,0,-156.615235452000007,20.811576024400001,HI-155
155,800012725,-156.586376718999986,20.811163136000001,-156.591936519000001,20.800184803699999,o,i,1,0,-156.590178718999994,20.804317955399998,HI-156
156,800017338,-156.346342058000005,20.921257326900001,-156.352281658000010,20.935765193200002,o,i,1,0,-156.352225196000006,20.935660454200001,HI-157
157,800003878,-156.512800852999987,20.942997328000001,-156.510147052999997,20.942149394000001,o,i,1,0,-156.510456639000012,20.942578253000001,HI-158
158,800015021,-156.520933052999993,20.935661728500001,-156.507704853000007,20.937553595200001,o,i,1,0,-156.510635385999990,20.936777121300000,HI-159
159,800010522,-156.567931119000008,20.813256735600000,-156.581125452999999,20.795569336800000,o,i,1,0,-156.579912196999999,20.796533829700000,HI-160
160,800011315,-156.541502519999995,20.820965534900001,-156.492312922999986,20.799760602300001,o,i,1,0,-156.496914674000010,20.807373002900000,HI-161
161,800006865,-156.653455056000013,20.533743018700001,-156.694872253999989,20.522320152999999,o,i,1,0,-156.691264956999987,20.522895535899998,HI-162
162,800006070,-156.559777924000002,20.576617615000000,-156.552384122999996,20.592238814000002,o,i,1,0,-156.552750476000000,20.591510600100001,HI-163
163,800014962,-156.560559856999987,20.587713214400001,-156.553303656999987,20.592605614000000,o,i,1,0,-156.554914645999986,20.591751836099998,HI-164
164,800010519,-156.571870722999989,20.583173947799999,-156.585934121999998,20.600091414100000,o,i,1,0,-156.585903414000001,20.599969163200001,HI-165
165,800012718,-156.591105456999998,20.578002748399999,-156.604343722000010,20.590630147900001,o,i,1,0,-156.603955172000013,20.590674437899999,HI-166
166,800008278,-156.589130323000006,20.569120948799998,-156.615804655999995,20.582905948499999,o,i,1,0,-156.614586159999988,20.582035622500001,HI-167
167,800017129,-156.598963056999992,20.566784816100000,-156.617302521999989,20.582166548600000,o,i,1,0,-156.617189093000007,20.581829941599999,HI-168
168,800014922,-156.623532522000005,20.574060349100002,-156.626746722000007,20.576549216000000,o,i,1,0,-156.626200777999998,20.576396162000002,HI-169
169,800003730,-156.627345456000000,20.562943416700001,-156.636951520999986,20.569251416600000,o,i,1,0,-156.636925114000007,20.569222240599998,HI-170
170,800008212,-156.658070255000013,20.552337217800002,-156.663555521000006,20.557514417600000,o,i,1,0,-156.663092696999996,20.556992571599999,HI-171
171,800014949,-156.577180123000005,20.594750614300001,-156.582328856000004,20.601695614000000,o,i,1,0,-156.582082788999998,20.600983753000001,HI-172
172,800003765,-156.594648522000000,20.579007348400001,-156.605677656000012,20.589088015000002,o,i,1,0,-156.605413695999999,20.588685042000002,HI-173
173,800017132,-156.608833722000014,20.581046615500000,-156.614641056000011,20.583487815500000,o,i,1,0,-156.613440357000002,20.582826365500001,HI-174
174,800003806,-156.566387657000007,20.590922147299999,-156.558053922999989,20.596531746899998,o,i,1,0,-156.558806623999999,20.596133038900000,HI-175
175,800017173,-156.562040056999990,20.589794014300001,-156.557012522999997,20.595677746900002,o,i,1,0,-156.557532129999998,20.594773397000001,HI-176
176,800014924,-156.614174655999989,20.575543748899999,-156.618380322000007,20.581673615600000,o,i,1,0,-156.618423056000012,20.581311489600001,HI-177
177,800003708,-156.652828921000008,20.556935817500001,-156.654771054999998,20.560347417300001,o,i,1,0,-156.654325908999994,20.559782454299999,HI-178
178,800012664,-156.657388655000005,20.555376150600001,-156.660828320999997,20.558644150500001,o,i,1,0,-156.660063632000004,20.558163680500002,HI-179
179,800003709,-156.646662254999995,20.553352350600001,-156.653121320999986,20.561247617199999,o,i,1,0,-156.652329431999988,20.560589111300001,HI-180
180,800008247,-156.635583122000014,20.552738417400001,-156.643709454999993,20.564366749900000,o,i,1,0,-156.643165089000007,20.564111688899999,HI-181
181,800014851,-156.671070721000007,20.537284818800000,-156.690093654000009,20.540847551900001,o,i,1,0,-156.689505816999997,20.538201708999999,HI-182
182,800010437,-156.685325255000009,20.532408419300001,-156.694322919999991,20.536907219200000,o,i,1,0,-156.691621884999989,20.536038792199999,HI-183
183,800006864,-156.671258321000010,20.530604952200001,-156.694872253999989,20.522320152999999,o,i,1,0,-156.691566139999992,20.524107857800001,HI-184
184,800003699,-156.666886655000013,20.520502752599999,-156.682270920999997,20.512570020300000,o,i,1,0,-156.681551998999993,20.513191863199999,HI-185
185,800012651,-156.671139920999991,20.514235020000001,-156.681917655000007,20.511549553300000,o,i,1,0,-156.681520419000009,20.511540901299998,HI-186
186,800005926,-156.831930644000010,20.835147005200000,-156.823044643999992,20.848659537400000,o,i,1,0,-156.825051645999991,20.845612769599999,HI-187
187,800012584,-156.843237644999988,20.773008341800001,-156.831375712000010,20.766209541900000,o,i,1,0,-156.832103259999997,20.766765340900001,HI-188
188,800010391,-156.820203445000004,20.794505340299999,-156.816195711999995,20.789460407499998,o,i,1,0,-156.816555477000009,20.790730942400000,HI-189
189,800017039,-156.814889912000012,20.808050739399999,-156.806724045000010,20.806320939399999,o,i,1,0,-156.809012789999997,20.806542592400000,HI-190
190,800001387,-156.828061910999992,20.827655405600002,-156.816147311000009,20.836178604899999,o,i,1,0,-156.817229152000010,20.836224567900000,HI-191
191,800008165,-156.840461043999994,20.844026204900000,-156.828927644000004,20.856018336999998,o,i,1,0,-156.830481916999986,20.854521774100000,HI-192
192,800005909,-156.861740443000002,20.832786805800001,-156.833769644000000,20.860297736900002,o,i,1,0,-156.834632332000012,20.859305240899999,HI-193
193,800005912,-156.846122710000003,20.861516937000001,-156.839117909999999,20.865718136700000,o,i,1,0,-156.840040907000002,20.864402585699999,HI-194
194,800005910,-156.859894109999999,20.849873737799999,-156.845760442999989,20.869716736499999,o,i,1,0,-156.846097465000014,20.867766211599999,HI-195
195,800009091,-156.874318842999998,20.825168339400001,-156.852152310000008,20.876731203199999,o,i,1,0,-156.853804725000003,20.874329777400000,HI-196
196,800003631,-156.868590041999994,20.870231536799999,-156.858850109000002,20.882828003000000,o,i,1,0,-156.860033109000000,20.881056979099998,HI-197
197,800014783,-156.871607909000005,20.885886403000001,-156.867061309000007,20.890920535700001,o,i,1,0,-156.869177366999992,20.887960536900000,HI-198
198,800002295,-156.891487108000007,20.880686736600001,-156.881588840999996,20.903904535199999,o,i,1,0,-156.884568890999986,20.899616862399998,HI-199
199,800014759,-156.895221507999992,20.897608735700000,-156.886116708000003,20.905269602200001,o,i,1,0,-156.886993041000011,20.904659420200002,HI-200
200,800001315,-156.919582907000006,20.905210535599998,-156.914757640000005,20.919484134800001,o,i,1,0,-156.916136781000006,20.918108702900000,HI-201
201,800008053,-156.949342505999994,20.913925735599999,-156.947319106000009,20.922155335100001,o,i,1,0,-156.947774541000001,20.920816957200000,HI-202
202,800012498,-156.953292906000001,20.904649936100000,-156.952894039000000,20.923229535099999,o,i,1,0,-156.953582243999989,20.920585672200001,HI-203
203,800012483,-156.961907438999987,20.894806803800002,-156.967279705000010,20.923762135299999,o,i,1,0,-156.967092987999990,20.921482441399998,HI-204
204,800014689,-156.971018038000011,20.914800135800000,-156.971656437999997,20.922501802399999,o,i,1,0,-156.971712524999987,20.922356903400001,HI-205
205,800003552,-156.978205438000003,20.922354535499998,-156.977703837999996,20.926213735299999,o,i,1,0,-156.977858485000013,20.922789151500002,HI-206
206,800012466,-156.988299638000001,20.897308003999999,-156.994305437000008,20.927599202400000,o,i,1,0,-156.994465358000014,20.926429374500000,HI-207
207,800014656,-157.013386504000010,20.914078736400000,-157.015449036999996,20.925261402800000,o,i,1,0,-157.015866901999999,20.923855094899999,HI-208
208,800010227,-157.039515435999988,20.918677003500001,-157.039910835999990,20.919290603499999,o,i,1,0,-157.039623696999996,20.918845008500000,HI-209
209,800005753,-157.047959636000002,20.902389137600000,-157.058274568999991,20.903641537599999,o,i,1,0,-157.058143513999994,20.903541581599999,HI-210
210,800012459,-156.977134040000010,20.824869340799999,-156.988339905999993,20.820507808199999,o,i,1,0,-156.988226942000011,20.820535252199999,HI-211
211,800003561,-156.963521508000014,20.737463945500000,-156.965034508000002,20.733782812699999,o,i,1,0,-156.964604011000006,20.734526779599999,HI-212
212,800005866,-156.887314040999996,20.902894202300001,-156.883364508000000,20.904810735100000,o,i,1,0,-156.886453136999990,20.903216375300001,HI-213
213,800001267,-156.998231037000011,20.922593402699999,-157.002893637000000,20.926258335600000,o,i,1,0,-157.002106865999991,20.925804165599999,HI-214
214,800012495,-156.957704839000002,20.920054402300000,-156.958729438999995,20.922124935199999,o,i,1,0,-156.958276471000005,20.920970530300000,HI-215
215,800012450,-157.025599437000011,20.919354736300001,-157.029035902999993,20.923833403100002,o,i,1,0,-157.028854496999998,20.922778980200000,HI-216
216,800005783,-156.994703837999992,20.918561402900000,-156.995562836999994,20.927800135399998,o,i,1,0,-156.995762283000005,20.926088796500000,HI-217
217,800014670,-157.005689904000008,20.917972136100001,-157.007349304000002,20.926126935700001,o,i,1,0,-157.007204120000011,20.925793773700001,HI-218
218,800010271,-156.967258305000001,20.915177535700000,-156.971656437999997,20.922501802399999,o,i,1,0,-156.971557867000001,20.922355877400001,HI-219
219,800014686,-156.986111837999999,20.911896336200002,-156.978753705000003,20.926001802300000,o,i,1,0,-156.981488452999997,20.924110989399999,HI-220
220,800005815,-156.962511505999998,20.911316602900001,-156.960865106000000,20.923175002200001,o,i,1,0,-156.961922141000002,20.921323531300001,HI-221
221,800005770,-157.026179436000007,20.924682336000000,-157.026832503000009,20.924716603000000,o,i,1,0,-157.026256246999992,20.924686366000000,HI-222
222,800007996,-157.027008703999996,20.908332536900001,-157.037068035999994,20.920569736400001,o,i,1,0,-157.036983980999992,20.920374118400002,HI-223
223,800016884,-157.015645103999987,20.896341404400001,-157.034474103000008,20.922399403299998,o,i,1,0,-157.034323784000009,20.922146984299999,HI-224
224,800005754,-157.027617703999994,20.886712538099999,-157.059893168999992,20.888766338500002,o,i,1,0,-157.059256620000014,20.888917661499999,HI-225
225,800003512,-157.038112436999995,20.878946738700002,-157.052665168999994,20.877166406000001,o,i,1,0,-157.052623882000006,20.877137984000001,HI-226
226,800012461,-156.988924706000006,20.848942206699999,-157.001309439000011,20.841798140300000,o,i,1,0,-157.001207138000012,20.841844467300000,HI-227
227,800014738,-156.909092707000013,20.905687735400001,-156.905883506999999,20.916181801800001,o,i,1,0,-156.905917108000011,20.914948396900002,HI-228
228,800001298,-156.926843639999987,20.898878536100000,-156.922429306999987,20.919580534900000,o,i,1,0,-156.922599792999989,20.919353176900000,HI-229
229,800016944,-156.933962906999994,20.890556336600000,-156.929216440000005,20.920989934900000,o,i,1,0,-156.929323890999996,20.920809087900000,HI-230
230,800001351,-156.879131242000000,20.886472136100000,-156.876841842000005,20.897957602400002,o,i,1,0,-156.878127401000000,20.893370231700001,HI-231
231,800012568,-156.864176442000002,20.884222402999999,-156.861869909000006,20.884910202899999,o,i,1,0,-156.862570245000001,20.884354632000001,HI-232
232,800002294,-156.909871041000002,20.880272936899999,-156.891218240999990,20.909771135000000,o,i,1,0,-156.891733386999988,20.909037322000000,HI-233
233,800001349,-156.869549909000000,20.855821537600001,-156.856044309999987,20.879042936200001,o,i,1,0,-156.857100696999993,20.878163341200001,HI-234
234,800008166,-156.830041311000002,20.847148004499999,-156.826550110999989,20.851986404200002,o,i,1,0,-156.827678958000007,20.850129108299999,HI-235
235,800001369,-156.842271842999992,20.846945337699999,-156.830958111000001,20.858094804000000,o,i,1,0,-156.832093116000010,20.855996439100000,HI-236
236,800006862,-156.872418909999993,20.838487138600001,-156.848364443000008,20.873582203400002,o,i,1,0,-156.849414510999992,20.871769782499999,HI-237
237,800001386,-156.826781710999995,20.837547938000000,-156.821620510999992,20.841205604700001,o,i,1,0,-156.822527269000005,20.841363665700001,HI-238
238,800014813,-156.827535844000010,20.831015538399999,-156.821620510999992,20.841205604700001,o,i,1,0,-156.821931250000006,20.840793893800001,HI-239
239,800008040,-156.947344909000009,20.750854811500002,-156.950641708999996,20.735096945399999,o,i,1,0,-156.950336641000007,20.735727767400000,HI-240
240,800016921,-156.953410442000006,20.747175011800000,-156.956000241999988,20.734565545500001,o,i,1,0,-156.955890681999989,20.735859888400000,HI-241
241,800008036,-156.955758042000014,20.745931544899999,-156.956353841999999,20.734559945499999,o,i,1,0,-156.956711737999996,20.736005677400001,HI-242
242,800001364,-156.849232043999990,20.789828540900000,-156.822936844999987,20.781338941000001,o,i,1,0,-156.823427449999997,20.781639251000001,HI-243
243,800012599,-156.836565245000003,20.779118941299998,-156.827501111999993,20.773662408500002,o,i,1,0,-156.827532474000009,20.773682092500000,HI-244
