OID_,id,START_X,START_Y,END_X,END_Y,start_DomL,end_DomLoc,FlowDir,multInt,long,lat,hl_link
58,800008661,-155.769021758000008,20.015675163600001,-155.822497688999988,20.018887631399998,o,i,1,0,-155.819632313999989,20.018739887399999,HI-59
59,800001848,-155.823970156000001,20.013643364699998,-155.825117089000003,20.013830431700001,o,i,1,0,-155.824192020999988,20.013700487700000,HI-60
60,800000019,-155.862625901999991,19.413781861899999,-155.904936901000013,19.410505596000000,o,i,1,0,-155.904172904000006,19.410780521000000,HI-61
61,800004531,-155.712694093000010,19.981626364099998,-155.824754689999992,19.993967432600002,o,i,1,0,-155.822604995999995,19.993350049600000,HI-62
62,800009074,-155.783031958000009,19.956565233599999,-155.842237756999992,19.960182234600001,o,i,1,0,-155.829115163000012,19.968915806900000,HI-63
63,800004130,-155.811953955999996,20.029723230700000,-155.823570088999986,20.031901830799999,o,i,1,0,-155.822486652999999,20.031373414800001,HI-64
64,800010913,-155.734245288000011,20.192112554600001,-155.732463754999998,20.198221621300000,o,i,1,0,-155.733609132999987,20.197071596299999,HI-65
65,800015339,-155.732075487999992,20.200161354199999,-155.731681755000011,20.203155954000000,i,o,-1,0,-155.732298732999993,20.201302521100001,HI-66
66,800008667,-155.815060885000008,20.245651353400000,-155.810454284999992,20.256755752800000,o,i,1,0,-155.810459181999988,20.256738043799999,HI-67
67,800006423,-155.847047683999989,20.251645820699999,-155.847272350999987,20.265512220000002,o,i,1,0,-155.847146928000001,20.265183104999998,HI-68
68,800017677,-155.500016694999999,20.097842754900000,-155.492581295000008,20.109074021200001,o,i,1,0,-155.492706077999998,20.108917658199999,HI-69
69,800017721,-155.397030166000008,20.053699221999999,-155.393508566000008,20.067239554400000,o,i,1,0,-155.393509762999997,20.067234361400001,HI-70
