OID_,id,START_X,START_Y,END_X,END_Y,start_DomL,end_DomLoc,FlowDir,multInt,long,lat,hl_link
183,800039902,-66.399564967800004,17.998029742899998,-66.412900838699997,17.984013871500000,o,i,1,0,-66.408141703400005,17.991269232699999,PRVI-184
184,800031375,-66.336320148100000,17.988463141099999,-66.335039947599995,17.983256739500000,o,i,1,0,-66.335030313600001,17.983503229600000,PRVI-185
185,800037828,-66.329335612899996,17.985894473399998,-66.326052211800004,17.981513672199998,o,i,1,0,-66.326710786000007,17.982900240599999,PRVI-186
186,800032391,-67.201767481900006,17.980412458100002,-67.192256479199997,17.994626462500001,i,o,-1,0,-67.201714085899994,17.980912040300002,PRVI-187
187,800036707,-67.176769607300002,17.987855727700001,-67.178032074499995,17.978167257799999,o,i,1,0,-67.177337398299997,17.981101105699999,PRVI-188
188,800028156,-67.161767269199999,17.963377320700001,-67.157996601199997,17.969994722700001,i,o,-1,0,-67.159227062499994,17.967529821999999,PRVI-189
189,800032438,-67.160588401799998,17.959122652500000,-67.147361665000005,17.980025058900001,i,o,-1,0,-67.156298608499995,17.965139986299999,PRVI-190
190,800032439,-67.157749800900007,17.957543319100001,-67.144181196800005,17.966609054999999,i,o,-1,0,-67.153286387500003,17.958694547499999,PRVI-191
191,800026212,-67.049220567999996,17.998027465700002,-67.041646165800003,18.009418536199998,o,i,1,0,-67.044334869599993,18.004939073799999,PRVI-192
192,800032655,-67.055082769600006,17.986820862300000,-67.055764969600006,17.974213925600001,o,i,1,0,-67.055783116599997,17.976278391200001,PRVI-193
193,800036939,-67.061849638699996,17.986128262000001,-67.064679639399998,17.978221059599999,o,i,1,0,-67.064312504300005,17.978379804700001,PRVI-194
194,800034788,-67.034193030099999,17.982788328400002,-67.038956831400000,17.973821725699999,o,i,1,0,-67.036889901799995,17.978920225200000,PRVI-195
195,800039028,-67.087776446700005,17.988688862299998,-67.083204777999995,17.969344856700001,o,i,1,0,-67.083084891100000,17.974571459200000,PRVI-196
196,800036875,-67.098252582599997,17.967718522999998,-67.102241850799999,17.963637921699998,o,i,1,0,-67.101910442700003,17.963727941799998,PRVI-197
197,800036843,-67.112268986900006,17.964430054800001,-67.114406054499995,17.957632519800001,o,i,1,0,-67.113756045299994,17.960448174600000,PRVI-198
198,800034989,-66.882040716600002,17.960875857300000,-66.879113715599999,17.953886055300000,o,i,1,0,-66.878911420500003,17.955245665700001,PRVI-199
199,800032912,-66.892521385899997,17.962475857600001,-66.890203919000001,17.952425521700000,o,i,1,0,-66.889908622899995,17.953236191900000,PRVI-200
200,800030744,-66.897992921500006,17.960017656800002,-66.895195186500004,17.951270454300001,o,i,1,0,-66.895398871599994,17.952499894599999,PRVI-201
201,800030709,-66.934689533500006,17.993816666200001,-66.932550932699996,17.989635865000000,i,o,-1,0,-66.934252481300007,17.991528540600001,PRVI-202
202,800032751,-66.991848016999995,17.983730129400001,-66.994032750499997,17.975170926800001,o,i,1,0,-66.995647225100001,17.979396177999998,PRVI-203
203,800026314,-66.980971546600003,17.982488662200002,-66.983688614299993,17.973282326400000,o,i,1,0,-66.982383760900007,17.976787649500000,PRVI-204
204,800039223,-66.977437212500007,17.983558462500000,-66.979468812999997,17.973232726500001,o,i,1,0,-66.976522783099995,17.975314594099999,PRVI-205
205,800024132,-66.984074547600002,17.984479729699999,-66.989438216099998,17.973125259300001,o,i,1,0,-66.988429338800003,17.977332035500002,PRVI-206
206,800026315,-66.978290145700001,17.978978461200001,-66.983424614200004,17.971969926000000,o,i,1,0,-66.979628116100002,17.976226439300000,PRVI-207
207,800026387,-66.942468935299999,17.958091655600001,-66.933713732599998,17.958866855899998,o,i,1,0,-66.935896877199994,17.958129730700001,PRVI-208
208,800028491,-66.966011008500004,17.953845653900000,-66.965933541400005,17.948348052299998,o,i,1,0,-66.965248183200003,17.949723128700001,PRVI-209
209,800037142,-66.932947132199999,17.950097253300001,-66.933124798199998,17.945976252099999,o,i,1,0,-66.932983375099994,17.946422852300000,PRVI-210
210,800037143,-66.924033329500006,17.956608255399999,-66.918851927700004,17.945465519199999,o,i,1,0,-66.919141203899997,17.947309580700001,PRVI-211
211,800026434,-66.928027796699993,17.951771853899999,-66.923382595099994,17.945493652100001,o,i,1,0,-66.924584748499996,17.947184068599999,PRVI-212
212,800030812,-66.828016366499995,17.995869335500000,-66.808355094400000,17.996506269000001,o,i,1,0,-66.812939525800005,17.994866024400000,PRVI-213
213,800024304,-66.843730904599994,17.954436922999999,-66.834080367799999,17.961008858100001,i,o,-1,0,-66.842455692300007,17.955733679400002,PRVI-214
214,800024414,-66.698563660399998,17.995516270400000,-66.714377532200004,17.991028268800001,o,i,1,0,-66.713244224899995,17.992095259199999,PRVI-215
215,800026670,-66.691515258099997,17.988018735299999,-66.704773062100003,17.982499066500001,o,i,1,0,-66.704252016900000,17.983335503700001,PRVI-216
216,800030936,-66.686054323299999,17.982466533800000,-66.688787856999994,17.975299731600000,o,i,1,0,-66.688131998800003,17.976271647899999,PRVI-217
217,800024478,-66.677285053600002,17.980777333399999,-66.678402920799996,17.974372131500001,o,i,1,0,-66.678527034799998,17.974510012500001,PRVI-218
218,800036797,-67.128544192500001,17.999484131900001,-67.132156993899997,18.011353535400001,o,i,1,0,-67.132527398899995,18.009441674800001,PRVI-219
219,800023848,-67.130558660199995,17.999388331799999,-67.134579461599998,18.010697868099999,o,i,1,0,-67.134517133499997,18.008721245499999,PRVI-220
220,800032718,-67.009460156299994,18.032743543599999,-67.011553956800000,18.024919741200002,o,i,1,0,-67.009594241200006,18.027775119099999,PRVI-221
221,800034749,-67.049972635399996,18.011186069600001,-67.044130566600003,18.010556936499999,o,i,1,0,-67.049624260300007,18.011146561600000,PRVI-222
222,800026249,-67.041375432999999,18.026972274399998,-67.041084965600007,18.009170669100001,o,i,1,0,-67.037909599900004,18.021657528900001,PRVI-223
223,800028242,-67.111253854400005,18.012543336000000,-67.122271657799999,18.012053668699998,o,i,1,0,-67.115234409699994,18.013183723200001,PRVI-224
224,800037034,-66.994741551800004,18.036077944799999,-66.995012351699998,18.027615742300000,o,i,1,0,-66.994659538600004,18.029462790800000,PRVI-225
225,800026318,-66.984657948600002,18.035548277800000,-66.984941815499994,18.020280473300001,o,i,1,0,-66.985257715700001,18.028638410700001,PRVI-226
226,800026392,-66.947860004000006,18.023488874800002,-66.946401603499993,18.017950073200002,o,i,1,0,-66.946244014499996,18.019691963700001,PRVI-227
227,800026394,-66.938621935100002,18.021011074200000,-66.940832935700001,18.012865671800000,o,i,1,0,-66.939505534299997,18.017125994000001,PRVI-228
228,800034969,-66.898531122600005,18.011131671899999,-66.907827325300005,18.002625469300000,o,i,1,0,-66.905765188700002,18.004191916700002,PRVI-229
229,800035399,-66.558376417199995,18.009101343600001,-66.559086017499993,18.013492077900001,i,o,-1,0,-66.558719436299995,18.010050493900000,PRVI-230
230,800035367,-66.572004088499995,18.013198477600000,-66.571903688600003,18.021117279999999,i,o,-1,0,-66.571948041499994,18.013256072699999,PRVI-231
231,800037513,-66.573288888799993,18.008527943200001,-66.585305692600002,18.012087477100000,i,o,-1,0,-66.580209256000003,18.011042318900000,PRVI-232
232,800039471,-66.754863744100007,18.009813940800001,-66.760857880000003,18.011302341099999,o,i,1,0,-66.760503076800006,18.011247835100001,PRVI-233
233,800029493,-66.152555357699995,17.959863735500001,-66.162559160599997,17.948674531999998,o,i,1,0,-66.152833912700004,17.957981994000001,PRVI-234
234,800036712,-67.160973403599996,18.057355681499999,-67.174789207399996,18.033661674299999,o,i,1,0,-67.169775740899993,18.034877914700001,PRVI-235
235,800030264,-67.173435674100006,18.039848143099999,-67.174789207399996,18.033661674299999,o,i,1,0,-67.173581590100000,18.037517596400001,PRVI-236
236,800036744,-67.158346602500004,18.043306744399999,-67.156382201699998,18.029019273199999,o,i,1,0,-67.159745869800005,18.038326803899999,PRVI-237
237,800038880,-67.138501196199996,18.035119542299999,-67.155538601299995,18.024801339000000,o,i,1,1,-67.150649921899998,18.028556420099999,PRVI-238
238,800032443,-67.141403397100007,18.035680075399998,-67.156382201699998,18.029019273199999,o,i,1,0,-67.146514075599995,18.030754727900000,PRVI-239
239,800034501,-67.210209017599993,17.987411260100000,-67.213652551699994,17.987388194000001,o,i,1,0,-67.210547090700004,17.987331548000000,PRVI-240
240,800028194,-67.144168996700003,17.959518252900001,-67.139504595199995,17.954840251499999,o,i,1,0,-67.142282008099997,17.957268068200001,PRVI-241
241,800036795,-67.142743796299996,17.962955453900001,-67.137676261699994,17.958717919700000,o,i,1,0,-67.138965805100000,17.959793142999999,PRVI-242
242,800026039,-67.135847194199997,17.964922321600000,-67.137676261699994,17.958717919700000,o,i,1,0,-67.137395367600007,17.960615591300002,PRVI-243
243,800038818,-67.130722392999999,17.986440860999998,-67.137333394500004,17.952141117800000,o,i,1,0,-67.132474116099999,17.959489174000002,PRVI-244
244,800026210,-67.052138435600000,17.983176528300000,-67.051607502300001,17.973843192499999,o,i,1,0,-67.050640278000003,17.976573577300002,PRVI-245
245,800028416,-67.010754955899998,17.987711130200001,-67.023527426800001,17.982923661600001,o,i,1,0,-67.022538111499998,17.983916834900000,PRVI-246
246,800036969,-67.025397360400007,17.984172329000000,-67.025109760299998,17.983947461900001,o,i,1,0,-67.025202705300003,17.984020132900000,PRVI-247
247,800026316,-66.970367343199996,17.973523126700002,-66.982944547000002,17.968991725199999,o,i,1,0,-66.973396817099996,17.971945013199999,PRVI-248
248,800030604,-66.963403607800004,17.963239723800001,-66.983249947000004,17.962130923099998,o,i,1,0,-66.979018543699993,17.962774256399999,PRVI-249
249,800030707,-66.931060332100003,17.980852329499999,-66.918251994200006,17.981071129699998,o,i,1,0,-66.927206425899996,17.980765869500001,PRVI-250
250,800037062,-66.961914141700007,17.982913129600000,-66.963121408299997,17.998031666999999,o,i,1,0,-66.961407513699996,17.993413027700001,PRVI-251
251,800032779,-66.977328013399998,18.034939544699998,-66.977619546300005,18.029033342999998,o,i,1,0,-66.977336794300001,18.029733245199999,PRVI-252
252,800039226,-66.972521011799998,18.032361277000000,-66.977619546300005,18.029033342999998,o,i,1,0,-66.977076811200007,18.029027976999998,PRVI-253
253,800026361,-66.957316007299994,18.043239280500000,-66.963396341899994,18.024855075000001,o,i,1,0,-66.963092425799999,18.025642670200000,PRVI-254
254,800024169,-66.970118011099999,18.034142277600001,-66.965003409399998,18.025942342299999,o,i,1,0,-66.965638697599999,18.026303828300001,PRVI-255
255,800032897,-66.902457589899996,18.018538874000001,-66.916828394199996,18.008468270800002,o,i,1,0,-66.912249655799997,18.009141185099999,PRVI-256
256,800034952,-66.928899398200002,18.024264475300001,-66.927959531799999,18.019826740999999,o,i,1,0,-66.927939516799995,18.019931385100001,PRVI-257
257,800039298,-66.918705995099998,18.031211144499999,-66.927959531799999,18.019826740999999,o,i,1,0,-66.927728581699995,18.019981145100001,PRVI-258
258,800037171,-66.893891586899997,17.998028868100000,-66.901215523100007,17.994779334000000,o,i,1,0,-66.899633387600005,17.995698351300000,PRVI-259
259,800037219,-66.858457509399997,17.967957726800002,-66.853674440700004,17.956180190400001,o,i,1,0,-66.854275478999995,17.958608388100000,PRVI-260
260,800024305,-66.828691700199997,17.969746060799999,-66.847259905800001,17.956666656599999,o,i,1,0,-66.846718668600005,17.957104785799999,PRVI-261
261,800030794,-66.847691972000007,17.960479724700001,-66.847259905800001,17.956666656599999,o,i,1,0,-66.847177565799996,17.957690906900002,PRVI-262
262,800026541,-66.833188701500006,17.962463525600000,-66.826269965199998,17.955112656499999,o,i,1,0,-66.827405954599996,17.956754542999999,PRVI-263
263,800039386,-66.834989102700007,17.996915335699999,-66.841044770400003,17.987136532699999,o,i,1,0,-66.839117484900001,17.992497957299999,PRVI-264
264,800030796,-66.844885705500005,17.985842132300000,-66.841044770400003,17.987136532699999,o,i,1,0,-66.841461316500002,17.986880708600001,PRVI-265
265,800035060,-66.832877967599998,17.976128662600001,-66.823499098799999,17.977785330200000,o,i,1,0,-66.825071656299997,17.977385329099999,PRVI-266
266,800032973,-66.823364764600001,17.971884461500000,-66.811699360899993,17.967043060200002,o,i,1,0,-66.815442008100007,17.965767015800001,PRVI-267
267,800024349,-66.798713957999993,18.028429078599999,-66.783454552999999,18.015010141899999,o,i,1,1,-66.793771181300002,18.021477373600000,PRVI-268
268,800024349,-66.798713957999993,18.028429078599999,-66.783454552999999,18.015010141899999,o,i,1,1,-66.793751181299996,18.021450481599999,PRVI-269
269,800039451,-66.783370153299998,18.031666546800000,-66.783454552999999,18.015010141899999,o,i,1,0,-66.782560299799997,18.017706996699999,PRVI-270
270,800037283,-66.797285891300007,18.015649741800001,-66.796436757099997,18.017760342500001,i,o,-1,0,-66.796886485200005,18.016639941099999,PRVI-271
271,800032997,-66.810201295400006,18.020427076000001,-66.797285891300007,18.015649741800001,o,i,1,0,-66.798442194700002,18.016325748000000,PRVI-272
272,800030863,-66.773435350000000,18.018821343100001,-66.769376348500003,18.006092072400001,o,i,1,0,-66.773588863000001,18.016240411399998,PRVI-273
273,800037324,-66.760275145899996,18.019318276500002,-66.764549347200003,18.015382475300001,o,i,1,0,-66.761043877099993,18.017063560800000,PRVI-274
274,800024373,-66.761517546299999,18.018359543199999,-66.764549347200003,18.015382475300001,o,i,1,0,-66.761757639300001,18.017613078000000,PRVI-275
275,800026599,-66.751051676900005,18.008583073499999,-66.755413278099994,18.001256738199999,o,i,1,0,-66.753777121599995,18.003424580899999,PRVI-276
276,800035138,-66.727324336999999,18.034948748600002,-66.728892870099997,18.013782475300001,o,i,1,0,-66.730894668900007,18.025299019700000,PRVI-277
277,800026647,-66.699010727699999,18.006601273699999,-66.723766401099994,17.991671202900001,o,i,1,0,-66.718789756800007,18.000922409699999,PRVI-278
278,800037385,-66.686273923599998,17.993455536999999,-66.695667926200002,17.975873531700000,o,i,1,0,-66.694517749799999,17.977615890199999,PRVI-279
279,800039607,-66.644837710999994,18.007597141800002,-66.640245309400001,18.001948273200000,o,i,1,0,-66.642829423300000,18.005216261200001,PRVI-280
280,800024504,-66.665429717199999,17.998736271900000,-66.643725443299999,17.987849936000000,o,i,1,0,-66.648196630699999,17.992269201300001,PRVI-281
281,800037454,-66.641896110499999,18.033656749599999,-66.640245309400001,18.001948273200000,o,i,1,0,-66.640366225500003,18.004439355999999,PRVI-282
282,800035326,-66.594558695299995,18.002969874300000,-66.599245696599993,17.993528338400001,o,i,1,0,-66.598161734399994,17.998191729799998,PRVI-283
283,800024781,-66.434822845799999,17.998027942299998,-66.449248650000001,17.984269938000001,o,i,1,1,-66.436500585199994,17.993304732900000,PRVI-284
284,800039901,-66.389061431599998,17.998027343000000,-66.412900838699997,17.984013871500000,o,i,1,0,-66.412177585500004,17.984013030500002,PRVI-285
285,800039985,-66.356746754499994,17.991557674599999,-66.352280419699994,17.968057934800001,o,i,1,0,-66.357107556499997,17.987401365400000,PRVI-286
286,800031374,-66.340529216500002,17.995673943100002,-66.338155829399994,17.976541153500001,o,i,1,0,-66.338581458700006,17.983216661499998,PRVI-287
287,800029433,-66.175853099199998,17.977668540400000,-66.187774568400002,17.953181532999999,o,i,1,0,-66.182469330000004,17.964539664400000,PRVI-288
288,800033794,-66.124159149199997,17.982132942600000,-66.134964151899993,17.943333463900000,o,i,1,0,-66.138303522200005,17.956504177700001,PRVI-289
289,800033793,-66.124609882900003,17.952375133699999,-66.125829283200005,17.947659932299999,o,i,1,0,-66.125172931999998,17.952157280700000,PRVI-290
290,800035978,-66.128009883999994,17.958709468599999,-66.125829283200005,17.947659932299999,o,i,1,0,-66.127621341799994,17.951542795500000,PRVI-291
291,800025282,-66.102842743300002,17.962511670100000,-66.097743207600004,17.957922202799999,o,i,1,0,-66.100876186700006,17.960807694600000,PRVI-292
292,800025284,-66.103941943799995,17.973142740200000,-66.090781539700004,17.968819139200001,o,i,1,0,-66.095025286999999,17.969157262200000,PRVI-293
293,800027493,-66.091721540099996,17.976290274299998,-66.090450939600004,17.970089539500002,o,i,1,0,-66.089504578399996,17.974312986800001,PRVI-294
294,800036053,-66.096901741600007,17.972515140100001,-66.090450939600004,17.970089539500002,o,i,1,0,-66.092976912400005,17.971921622000000,PRVI-295
295,800025315,-66.082002537199998,17.983825943700001,-66.075273934799995,17.965508471400000,o,i,1,0,-66.076142469199993,17.974704591100000,PRVI-296
296,800040401,-66.072613867300007,17.982816943600000,-66.070036199200004,17.966467205800001,o,i,1,0,-66.069817182300000,17.974339838100001,PRVI-297
297,800029622,-66.063651464599999,17.987200877999999,-66.059311729800001,17.962407470799999,o,i,1,1,-66.060051407200007,17.971712857499998,PRVI-298
298,800029677,-66.022606718899993,17.989770479400001,-66.022120318600003,17.982391477299998,o,i,1,0,-66.021682479600003,17.988306096999999,PRVI-299
299,800038248,-66.040771324500000,17.987757145600000,-66.031997321700004,17.982815944199999,o,i,1,0,-66.035819751899993,17.983433499400000,PRVI-300
300,800027582,-66.034062322400004,17.985554345000001,-66.031997321700004,17.982815944199999,o,i,1,0,-66.031982802700000,17.984630400800000,PRVI-301
301,800038273,-66.027889920899995,18.012630486100001,-66.017961050599993,17.998029149000001,o,i,1,0,-66.019905421199994,18.000294288599999,PRVI-302
302,800038275,-66.016747450400004,18.005767351300001,-66.011725648699993,17.998027682099998,o,i,1,0,-66.012040126800002,17.998862361299999,PRVI-303
303,800031838,-65.999605711800001,17.991023480199999,-66.004756046300002,17.986242345699999,o,i,1,0,-66.001176096300000,17.991058429199999,PRVI-304
304,800027611,-65.999935445000006,17.998024149199999,-66.007687047299996,17.991113747100002,o,i,1,0,-66.003087789000006,17.995889688599998,PRVI-305
305,800027610,-66.002761445999994,18.006524751699999,-66.009832315099999,17.998027082099998,o,i,1,0,-66.010219500199995,17.998620461300000,PRVI-306
306,800036205,-65.988571841300001,17.987698346399998,-65.993571175699998,17.978122210500000,o,i,1,0,-65.991498404100000,17.979678621000001,PRVI-307
307,800025449,-65.977866105000004,17.990004147200001,-65.976020237200004,17.972623675099999,o,i,1,0,-65.975754603200002,17.979758752199999,PRVI-308
308,800038342,-65.983792439799998,17.984421078499999,-65.985010840000001,17.974170942400001,o,i,1,0,-65.985449220199996,17.977746358499999,PRVI-309
309,800025475,-65.969659435400004,17.983897945599999,-65.967156434499998,17.978835544100001,o,i,1,0,-65.969333081200006,17.981314425800001,PRVI-310
310,800031915,-65.960074232400004,17.982634478300000,-65.967156434499998,17.978835544100001,o,i,1,0,-65.966251604199996,17.979275489199999,PRVI-311
311,800025477,-65.954869697800007,17.982685945400000,-65.954479163399995,17.970313208800000,o,i,1,0,-65.954744707600000,17.973506980700002,PRVI-312
312,800034043,-65.951160096600006,17.981948278299999,-65.949126161799995,17.971754209299998,o,i,1,0,-65.951323076500003,17.973642542800000,PRVI-313
313,800038407,-65.940544293200006,17.977386544100000,-65.938545158500006,17.972017209499999,o,i,1,0,-65.939701264000007,17.975700379599999,PRVI-314
314,800029806,-65.931702890699995,17.985986479800001,-65.932632156799997,17.975558210700001,o,i,1,0,-65.933683752099995,17.977685641299999,PRVI-315
315,800027737,-65.919153019600003,17.977185344399999,-65.917684619100001,17.975548743899999,o,i,1,0,-65.919188028600004,17.976752390200001,PRVI-316
316,800024479,-66.667115250500004,17.983395734300000,-66.662950049000003,17.976654865400000,o,i,1,0,-66.664510134599993,17.980447568500001,PRVI-317
317,800029046,-66.467509389100002,18.012139946000001,-66.469622589699995,18.005047076800000,o,i,1,0,-66.470142917900006,18.006442358200001,PRVI-318
318,800040183,-66.223495380100005,17.984691541699998,-66.224414980199995,17.978201139799999,o,i,1,0,-66.224857947399997,17.980235742400001,PRVI-319
319,800029345,-66.231160182500005,17.987286742399998,-66.224414980199995,17.978201139799999,o,i,1,0,-66.226387821900005,17.979247473099999,PRVI-320
320,800029346,-66.239130718900000,17.983345341100001,-66.223873179999998,17.976848072399999,o,i,1,0,-66.227489167200005,17.978164658699999,PRVI-321
321,800040185,-66.206743174799996,17.979394873400000,-66.208113574999999,17.966763069700001,o,i,1,0,-66.208188050199993,17.976416034500001,PRVI-322
322,800033682,-66.216137711800002,17.982976741300000,-66.216548977700000,17.970587870700001,o,i,1,0,-66.215526839399999,17.975498325099998,PRVI-323
323,800038044,-66.154823292600000,17.973811872599999,-66.165222761500004,17.952798333200001,o,i,1,0,-66.157443933200000,17.962821180300001,PRVI-324
324,800029028,-66.488790995800002,18.019163947700001,-66.489852463000005,18.008868744699999,o,i,1,0,-66.491701640700001,18.013776939100001,PRVI-325
325,800038990,-67.120601389699999,17.974524857700001,-67.123738257400007,17.959828520300000,o,i,1,0,-67.122231784999997,17.963545884399998,PRVI-326
326,800030400,-67.118873256000001,17.968237722800001,-67.123738257400007,17.959828520300000,o,i,1,0,-67.120832285500001,17.962609525100000,PRVI-327
327,800032578,-67.103053851200002,17.973179257500000,-67.107238652400000,17.964114454800001,o,i,1,0,-67.106149605100001,17.967193183700001,PRVI-328
328,800026106,-67.109992853300000,17.972081124100001,-67.107238652400000,17.964114454800001,o,i,1,0,-67.107714515500007,17.966553134500000,PRVI-329
329,800034519,-67.158441001400007,17.976938857800000,-67.175011206500002,17.974072923700000,o,i,1,0,-67.168414111499999,17.976213719400000,PRVI-330
330,800023803,-67.161321402499993,17.986260727499999,-67.169447271799996,17.978524125100002,o,i,1,0,-67.168416451499994,17.978456646100000,PRVI-331
331,800030294,-67.165930070900004,17.988322261000000,-67.169447271799996,17.978524125100002,o,i,1,0,-67.169154984800002,17.979568942400000,PRVI-332
332,800032403,-67.170966872400001,17.983297459500001,-67.171826072599998,17.977996657900000,o,i,1,0,-67.171734025600003,17.980424042599999,PRVI-333
333,800038819,-67.021405627199997,18.048124947900000,-67.031860629899995,18.013799937600002,o,i,1,0,-67.028558753100000,18.026889146500000,PRVI-334
334,800032686,-67.028639829100001,18.026093874299999,-67.021451160100000,18.038795145200002,i,o,-1,0,-67.028488034000006,18.026671829500000,PRVI-335
335,800024963,-66.308420806499996,17.991306142300001,-66.308330340400005,17.986164073800001,o,i,1,0,-66.308143105300005,17.987277518100001,PRVI-336
336,800037829,-66.318761143600000,17.984518073200000,-66.319494542800001,17.987050273900000,i,o,-1,0,-66.318951379599994,17.984951491299999,PRVI-337
337,800026603,-66.752135877399994,18.021086877100000,-66.758780479400002,18.014031875000001,o,i,1,0,-66.758582274299997,18.014221510999999,PRVI-338
338,800026604,-66.746344675499998,18.014489142300000,-66.758780479400002,18.014031875000001,o,i,1,0,-66.758400238199997,18.013654184800000,PRVI-339
339,800024446,-66.696166126600005,17.991978669400002,-66.708911063399995,17.983953466799999,o,i,1,0,-66.706707381699999,17.985723002400000,PRVI-340
340,800037217,-66.862559576500004,17.958393856899999,-66.862649910499997,17.955287255999998,o,i,1,0,-66.862816201599998,17.957043837499999,PRVI-341
341,800030775,-66.874968314399993,17.961745324700001,-66.874074780000001,17.954297655500000,o,i,1,0,-66.874075113999993,17.955355066799999,PRVI-342
342,800028580,-66.886012183800005,17.956063322799999,-66.885955783699998,17.952832854899999,o,i,1,0,-66.886029026700001,17.953949723200001,PRVI-343
343,800034966,-66.915154926699998,17.949462053400001,-66.914991992599994,17.948608453199999,o,i,1,0,-66.914994012600005,17.948686903199999,PRVI-344
344,800024199,-66.948740337100006,17.949753453000000,-66.937085199300000,17.941355317700001,o,i,1,0,-66.942110663899996,17.942876310100001,PRVI-345
345,800032823,-66.957568741100005,18.027471475799999,-66.959491141599997,18.019128340300000,o,i,1,0,-66.959261377499999,18.021772014100002,PRVI-346
346,800039160,-67.014085957600003,18.027370941899999,-67.014230557600001,18.024970941199999,o,i,1,0,-67.014104342600007,18.027332527900001,PRVI-347
347,800032717,-67.011120223800006,18.031555543200000,-67.014058424500007,18.023126073699999,o,i,1,0,-67.012641419100007,18.027060315800000,PRVI-348
348,800039159,-67.015936358199994,18.031887276199999,-67.014230557600001,18.024970941199999,o,i,1,0,-67.014788940800003,18.027317843900001,PRVI-349
349,800039131,-67.042664232899995,17.998026732800000,-67.039852432199993,18.007541335700001,o,i,1,0,-67.037132891300004,18.002942234300001,PRVI-350
350,800023910,-67.118906656899995,18.019012270800001,-67.123544658300005,18.017514737300001,o,i,1,0,-67.119749658100005,18.018328762599999,PRVI-351
351,800038996,-67.124622191699999,18.018827270700001,-67.123544658300005,18.017514737300001,o,i,1,0,-67.124306393599994,18.018551565599999,PRVI-352
352,800028197,-67.132694061300000,18.027095472999999,-67.132430461200002,18.026719072900001,o,i,1,0,-67.132616715300003,18.026985278000002,PRVI-353
353,800026286,-67.001220353600004,18.028918342600001,-67.003905954499999,18.030484076000000,i,o,-1,0,-67.002512906099994,18.029454188700001,PRVI-354
354,800032654,-67.064333972399993,17.986041261899999,-67.064679639399998,17.978221059599999,o,i,1,0,-67.064677197400002,17.978372670700001,PRVI-355
355,800032371,-66.280041397800005,17.998030744800001,-66.310829140899997,17.972077336600002,o,i,1,0,-66.291499179200002,17.990603043400000,PRVI-356
356,800032680,-67.044461233199996,17.978512927000001,-67.042308765399994,17.974616325900001,o,i,1,0,-67.044131174000000,17.976923769500001,PRVI-357
357,800024105,-67.006543955300003,18.031673543299998,-67.004645621700007,18.027675742100001,o,i,1,0,-67.005938522099996,18.029473118700000,PRVI-358
358,800039260,-66.940809135899997,18.026861942899998,-66.943686802599998,18.014967272300002,o,i,1,0,-66.943272466500005,18.016631051800001,PRVI-359
359,800039295,-66.930875798700001,18.016890073100001,-66.930041132499994,18.020772274300001,i,o,-1,0,-66.930390454600001,18.019049961800000,PRVI-360
360,800024346,-66.813836696400003,18.014714341299999,-66.804379693300007,18.003600471199999,o,i,1,0,-66.804332243299996,18.004701771499999,PRVI-361
361,800039423,-66.812292361800004,18.004545938300001,-66.807127694100004,17.999411269900001,o,i,1,0,-66.806828221000004,18.000838765299999,PRVI-362
362,800039634,-66.607709032599999,18.012482943900000,-66.624201904299994,17.991606270399998,o,i,1,1,-66.608918925799998,18.002219793799998,PRVI-363
363,800032998,-66.794168556299994,18.015851341899999,-66.795976357000001,18.018838542800001,i,o,-1,0,-66.794105570400006,18.017589560400001,PRVI-364
364,800025098,-66.239741525499994,18.350236649399999,-66.243933726899996,18.355331783800001,o,i,1,0,-66.241665476099996,18.353542633299998,PRVI-365
365,800031871,-66.015535055699999,18.331952380600001,-66.005316852700005,18.340754650299999,o,i,1,0,-66.013453442100001,18.334145687300001,PRVI-366
366,800038737,-65.695921357000003,18.350281591200002,-65.697748357799995,18.360927461300001,o,i,1,0,-65.696260715199998,18.350782002300001,PRVI-367
367,800030152,-65.659353746400001,18.330719253000002,-65.660831947099993,18.344787657099999,o,i,1,0,-65.660553697899999,18.342496730499999,PRVI-368
368,800040901,-65.643003339399996,18.226915022600000,-65.647745607000004,18.229782623399998,i,o,-1,0,-65.646235010400005,18.227395205699999,PRVI-369
369,800040877,-65.702519223300001,18.194691545200001,-65.698453354899996,18.186577742800001,o,i,1,0,-65.701728227999993,18.189629338700001,PRVI-370
370,800040783,-65.813015789199994,18.120856388600000,-65.803465586300007,18.122829589300000,o,i,1,0,-65.803654849400004,18.122826469300001,PRVI-371
371,800032152,-65.810309788300003,18.115114386900000,-65.799656785099998,18.120123721599999,o,i,1,0,-65.801044260500007,18.118783172099999,PRVI-372
372,800025704,-65.813362588800004,18.090158579499999,-65.803823385800001,18.089416179400001,o,i,1,0,-65.806883816799996,18.088445207100001,PRVI-373
373,800025594,-65.874603274600005,18.076494974500001,-65.869817272999995,18.074831107000001,o,i,1,0,-65.870348753200005,18.074941359099999,PRVI-374
374,800029905,-65.874603274500004,18.072518506300000,-65.870838273299995,18.073633706700001,o,i,1,0,-65.872398495799999,18.073128572500000,PRVI-375
375,800033733,-66.193524112600002,18.432098607200000,-66.198401714200003,18.436648274500001,o,i,1,0,-66.193543283599993,18.432103944200001,PRVI-376
